lemma	pos	semantic_tags
adaptio	Noun	A2.1+
adaptoida 	Noun	A2.1+
adaptoiminen 	Noun	A2.1+
adaptoitua 	Noun	A2.1+
addikti	Noun	F3/S2 X5.2+++/S2
addiktio	Noun	B2-/F3 X5.2+++
addiktoitua	Verb	F3/A2.1 X5.2+++/A2.1
addiktoituminen	Noun	F3/A2.1 X5.2+++/A2.1
Adelaide	Proper	Z2
Adelaidensaari	Proper	Z2
adeliepingviini	Noun	L2
Aden	Proper	Z2
Adenauer	Proper	Z1
Adeninlahti	Proper	Z2
adessiivi	Noun	Q3
ADHD	Abbrev	B2-/X5.1-
Adidas	Proper	Z3
adjektiivi	Noun	Q3
adjektiivilauseke	Noun	Q3
adjektiivinen 	Adjective	Q3
adjektiivisesti 	Adverb	Q3
adjektiivisuus 	Noun	Q3
adjutantti	Noun	S7.1-/S2
adjöö	Interjection	Z4
Adler	Proper	Z1
Adolf	Proper	Z1m
adonis	Noun	O4.2+/S2.2m
Adonis	Proper	Z1m
adoptio	Noun	S4
adoptiolapsi	Noun	S4
adoptoida	Verb	S4
adoptoija	Noun	S4
adoptoiminen	Noun	S4
adoptointi	Noun	S4
adpositio	Noun	Q3
adrenaliini	Noun	B1/O1
adressi	Noun	Q1.2
ADR-Haanpää	Proper	Z3
Adrian	Proper	Z1m
Adrianmeri	Proper	Z2
ADSL	Abbrev	Y2
adsl	Abbrev	Y2
adsukipapu	Noun	L3 F1
Adulta	Proper	Z3
adventti	Noun	S9/T1.3
adverbi	Noun	Q3
adverbiaali	Noun	Q3
adverbiaalikonjunktio	Noun	Q3
adverbiaalilause	Noun	Q3
adverbiaalimäärite	Noun	Q3
adverbiaalinen 	Adjective	Q3
adverbiaalisesti 	Adverb	Q3
adverbiaalisuus 	Noun	Q3
adverbilauseke	Noun	Q3
adverbinen 	Adjective	Q3
adverbisesti 	Adverb	Q3
adverbisuus 	Noun	Q3
aerobic	Noun	K5.1
aerodynaaminen	Adjective	O4.4
aerodynaamisesti	Adverb	O4.4
aerodynamiikka	Noun	M5/P1
aerodynamisuus	Noun	O4.4
Aerosmith	Proper	Z3/K2
aerosoli	Noun	O1.3
afaatikko	Noun	B2-/Q3/S2
afaattinen	Adjective	B2-/Q3
afasia	Noun	B2-/Q3
affiksi	Noun	Q3
afgaani	Noun	Z2/S2 Z2/Q3 L2
afgaaninkielinen	Adjective	Z2/Q3
afgaaninvinttikoira	Noun	L2
Afganistan	Proper	Z2
afganistanilainen	Adjective	Z2
afganistanilainen	Noun	Z2/S2
aforismi	Noun	Q2.2/A5.2+
AFP	Proper	Z3
afrikaans	Noun	Z2/Q3
afrikaansinkielinen	Adjective	Z2/Q3
afrikannorsu	Noun	L2
Afrikka	Proper	Z2
afrikkalainen	Adjective	Z2
afrikkalainen	Noun	Z2/S2
afrikkalais	CompPart	Z2
afro	Noun	B4
afroamerikkalainen	Adjective	Z2
afroamerikkalainen	Noun	Z2/S2
afrokaribialainen	Adjective	Z2
afrokaribialainen	Noun	Z2/S2
afrokaribialais	CompPart	Z2
afta	Noun	B2-
Aftenposten	Proper	Z3/Q4.2
Aftonbladet	Proper	Z3/Q4.2
AGA	Proper	Z3
agaave	Noun	L3
Agadir	Proper	Z2
agama	Noun	L2
agar	Noun	L3
Agatha	Proper	Z1f
agentiivisuus	Noun	Q3
agentti	Noun	I2.1/S2 G3/S2 Q3
agenttiadverbiaali	Noun	Q3
agenttipartisiippi	Noun	Q3
agenttiromaani	Noun	Q4.1/G3
agentuuri	Noun	I2.1
Agfa	Proper	Z3
Agfa-Gevaert	Proper	Z3
aggressiivinen	Adjective	E3-
aggressiivisesti	Adverb	E3-
aggressiivisuus	Noun	E3-
aggressio	Noun	E3-
agility	Noun	K5.1/L2
Agnes	Proper	Z1f
agorafobia	Noun	B2-/X1
agorafobinen	Adjective	B2-/X1
Agra	Proper	Z2
agrol	Abbrev	P1/F4
agrol.	Abbrev	P1/F4
agrologi	Noun	F4/S2
agrom	Abbrev	P1/F4
agrom.	Abbrev	P1/F4
agronomi	Noun	F4/S2
Aguascalientes	Proper	Z2
Aguero	Proper	Z1
aguti	Noun	L2
ahaa	Interjection	Z4
ahaa-elämys	Noun	X2.5+
Ahab	Proper	Z1m
Ahava	Proper	Z3 Z1
ahdas	Adjective	N3.2- A6.1-/E2- A12-
ahdasmielinen	Adjective	A1.7+/X2.1
ahdasmielisesti	Adverb	A1.7+/X2.1
ahdasmielisyys	Noun	A1.7+/X2.1
ahdekaunokki	Noun	L3
ahdinko	Noun	A12-
ahdistaa	Verb	E6- B2- E3-
ahdistavuus	Noun	E6-
ahdisteleminen	Noun	E3-
ahdistelija	Noun	E3-/S2
ahdistella	Verb	E3-
ahdistelu	Noun	E3-
ahdistuneisuus	Noun	E6-
ahdistuneisuushäiriö	Noun	B2-/X1
ahdistunut	Adjective	E6-
ahdistus	Noun	E6-
ahkera	Adjective	X5.2+
ahkerahko	Adjective	X5.2+
ahkeraliisa	Noun	L3
ahkerasti	Adverb	X5.2+
ahkeroida	Verb	A1.1.1/N5+
ahkeroija	Noun	A1.1.1/N5+/S2
ahkeroiminen	Noun	A1.1.1/N5+
ahkerointi	Noun	A1.1.1/N5+
ahkeruus	Noun	X5.2+
ahkio	Noun	M3
AHL	Proper	Z3/K5.1
Ahlainen	Proper	Z2
Ahlholm	Proper	Z1
Ahlsell	Proper	Z3 Z1
Ahlstrom	Proper	Z3
Ahlström	Proper	Z1
ahma	Noun	L2
Ahmadnagar	Proper	Z2
ahmaiseminen	Noun	F1/B1
ahmaista	Verb	F1/B1
ahmaisu	Noun	F1/B1
Ahmedabad	Proper	Z2
ahmia	Verb	F1/B1
ahmiminen	Noun	F1/B1
ahmimishäiriö	Noun	B2-/X1
ahminta	Noun	F1/B1
ahnaasti	Adverb	S1.2.2+
ahnas	Adjective	S1.2.2+
ahnaus 	Noun	S1.2.2+
ahne	Adjective	S1.2.2+
ahneesti	Adverb	S1.2.2+
ahneus	Noun	S1.2.2+
aho	Noun	W3
Aho	Proper	Z1
Ahola	Proper	Z1
Aholaita	Proper	Z1 Z3
aholeinikki	Noun	L3
ahomansikka	Noun	L3 F1
Ahonen	Proper	Z1
aho-orvokki	Noun	L3
ahopellava	Noun	L3
ahtaa	Verb	N5++ A1.1.1
ahtaasti	Adverb	N3.2-
ahtaminen	Noun	N5++ A1.1.1
ahtauma	Noun	B2-
ahtaus	Noun	N3.2- A1.1.1
ahtautua	Verb	N3.2-/A2.1 N5.2+
ahteri	Noun	B1
Ahti	Proper	Z1
Ahtisaari	Proper	Z1
ahtojää	Noun	W3
ahven	Noun	L2 F1
Ahvenanmaa	Proper	Z2
ahvenanmaalainen	Adjective	Z2
ahvenanmaalainen	Noun	Z2/S2
Ahvenanmanner	Proper	Z2
Ahvenanmeri	Proper	Z2
Ahveninen	Proper	Z2
Ahvenisto	Proper	Z2 Z1
ahvenvita	Noun	L3
Ahvo	Proper	Z1
ai_niin	Interjection	Z4
ai_tosiaan	Interjection	Z4
ai-ai	Noun	L2
Aidan	Proper	Z1m
Aiden	Proper	Z1m
aidosti	Adverb	A5.4+
aids	Abbrev	B2-
Aids	Proper	B2-
AIDS	Proper	B2-
aie	Noun	X7+
aiemmin	Adverb	N4 T4++
aiemmuus	Noun	N4 T4++
aiempi	Adjective	N4 T4++
aihe	Noun	X4.1 A2.2 L3
aihealue	Noun	X4.1
aiheellinen	Adjective	S6+
aiheellisesti	Adverb	S6+
aiheellisuus	Noun	S6+
aiheeton	Adjective	S6-
aiheettomasti	Adverb	S6-
aiheettomuus	Noun	S6-
aihepiiri	Noun	X4.1
aiheuttaa	Verb	A2.2
aiheuttaja	Noun	A2.2 A2.2/S2
aiheuttaminen	Noun	A2.2
aiheutua	Verb	A2.2
aiheutuminen	Noun	A2.2
aihio	Noun	O2/T2++
Aija	Proper	Z1f
aika	Adverb	A13.5
aika	Noun	T1
aika_ajoin	Adverb	N6-
aika_lailla	Adverb	N5+
aika_päiviä_sitten	Adverb	T1.1.1
aika_tavalla	Adverb	N5+
aikaa_myöten	Adverb	N3.8-
aikaa_vievä	Adjective	T1.3+
aikaan	Adverb	Z5
aikaan	Preposition	Z5
aikaansaada	Verb	A2.2
aikaansaaja	Noun	A2.2/S2
aikaansaamaton	Adjective	X5.2-
aikaansaamattomasti	Adjective	X5.2-
aikaansaamattomuus	Noun	X5.2-
aikaansaaminen	Noun	A2.2
aikaansaannos 	Noun	X9.2
aikaansaanti	Noun	A2.2
aikaansaapa	Adjective	X9.2+
aikaansaava 	Adjective	X9.2+
aikaileminen	Noun	T4-
aikailija	Noun	T4-/S2
aikailla	Verb	T4-
aikailu	Noun	T4-
aikainen	Adjective	T4+
aikais	CompPart	T4+
aikaiseksi	Adverb	T4+
aikaisin	Adverb	T4+
aikaisintaan	Adverb	T4+++
aikaistaa	Verb	T4+/A2.2
aikaistaminen	Noun	T4+/A2.2
aikaistus	Noun	T4+/A2.2
aikakausi	Noun	T1.3
aikakauskirja	Noun	Q4.1
aikakauslehti	Noun	Q4.2
aikamoinen	Adjective	A13.3
aikamuoto	Noun	Q3
aikana	Preposition	Z5
aikanaan	Adverb	T1.1.3 T1.1.1
aikansa	Adverb	T1.3
aikaraja	Noun	S6+/T1.1
aikarajoitus	Noun	S6+/T1.1
aikataulu	Noun	T1
aikaväli	Noun	T1.3
aikido	Noun	K5.1
aikoa	Verb	X7+
aikoinaan	Adverb	T1.1.1
aikoja_sitten	Adverb	T1.1.1
aikojen_kuluessa	Adverb	N3.8-
aikominen	Noun	X7+
aikomus	Noun	X7+
aikuinen	Adjective	T3+
aikuinen	Noun	T3+/S2
aikuiskoulutus	Noun	P1
aikuiskoulutuskeskus	Noun	P1
aikuismainen	Adjective	T3+
aikuismaisesti	Adverb	T3+
aikuismaisuus	Noun	T3+
aikuistua	Noun	T3+
aikuistuminen	Noun	T3+/A2.1
aikuisuus	Noun	T3+
aikuisväestö	Noun	T3+/S5+
aikuisyleisö	Noun	T3+/S5+
Aila	Proper	Z1f
Aili	Proper	Z1f
aimara	Noun	Z2/S2
aimo	Adjective	A5.1+ N3.2+ A13.3
Aimo	Proper	Z1m
aina	Adverb	N6+++ A13.3
Aina	Proper	Z1f
aina_jossain_määrin	Adverb	Z5
aina_kulloinkin	Adverb	Z5
aina_kun	Conjunction	Z5
aina_siihen_asti	Adverb	Z5
aina_siihen_saakka_että	Conjunction	Z5
aina_siihen_saakka_kun	Conjunction	Z5
aina_siihen_saakka_kunnes	Conjunction	Z5
aina_siitä_asti_kun	Conjunction	Z5
aina_siitä_saakka_kun	Conjunction	Z5
aina_vähän_väliä	Adverb	N6+
ainainen	Adjective	T2+++
ainais	CompPart	T2+++
ainakaan	Adverb	Z4/Z6
ainakin	Adverb	A13.7
ainavihanta	Adjective	L3
ainavihreä	Adjective	L3
aine	Noun	O1 P1/Q1.2 F3
aineellinen	Adjective	A1.6
aineenvaihdunnallinen	Adjective	B1
aineenvaihdunta	Noun	B1
aineenvaihduntahäiriö	Noun	B2-
aineeton	Adjective	A1.6
aineettomuus	Noun	A1.6
aineisto	Noun	Q1.1
ainemäärä	Noun	N5
aines	Noun	A1.8+
ainesana	Noun	Q3
ainesosa	Noun	A1.8+
aineyhdistys	Noun	P1/S5+
Aini	Proper	Z1f
ainiaan	Adverb	T2+++
Aino	Proper	Z1f
ainoa	Adjective	N5---
ainoalaatuinen	Adjective	N5---
ainoalaatuisuus	Noun	N5---
ainoastaan	Adverb	A14
Ainola	Proper	Z3/H1 Z1
ainut	Adjective	N5---
ainutkertainen	Adjective	N5---
ainutkertaisesti	Adverb	N5---
ainutkertaisuus	Noun	N5---
ainutlaatuinen	Adjective	N5---
ainutlaatuisesti	Adverb	N5---
ainutlaatuisuus	Noun	N5---
Aira	Proper	Z1f
Airaksinen	Proper	Z1
Airbus	Proper	Z3/M5
airedalenterrieri	Noun	L2
Airi	Proper	Z1f
airo	Noun	O2/M4
aisa	Noun	O2
aisti	Noun	X3 E1
aistia	Verb	X3
aistiharha	Noun	B2-/X1
aistiharhainen	Adjective	B2-/X1
aistiharhaisuus	Noun	B2-/X1
aistija	Noun	X3/S2
aistikas	Adjective	O4.2+
aistikkaasti	Adverb	O4.2+
aistikkuus	Noun	O4.2+
aistiminen	Noun	X3
aistin	Noun	B1
aistinelin	Noun	B1
aistinepiteeli	Noun	B1
aita	Noun	H2 K5.1/O2
aitajuoksija	Noun	K5.1/S2
aitajuoksu	Noun	K5.1
aitapensas	Noun	L3
aitaus	Noun	H2
Aitken	Proper	Z1
aito	Adjective	A5.4+
aitoa	Verb	K5.1
aitoelämänlanka	Noun	L3
Aitolahti	Proper	Z2
aitominen	Noun	K5.1
aitous	Noun	A5.4+
aitta	Noun	H1
Aittamäki	Proper	Z1
aittarakennus	Noun	H1
Aittokylä	Proper	Z2
aituri	Noun	K5.1/S2
aivan	Adverb	A13.2
aivan_kuten	Conjunction	A6.1+
aivastaa	Verb	B1
aivastaja	Noun	B1/S2
aivastaminen	Noun	B1
aivasteleminen	Noun	B1
aivastelija	Noun	B1/S2
aivastella	Verb	B1
aivastelu	Noun	B1
aivastus	Noun	B1
aivastuttaa	Verb	B1
aivina	Noun	O1.1
aivo	CompPart	B1
aivohalvaus	Noun	B2-
aivohermo	Noun	B1
aivoinfarkti	Noun	B2-
aivokaari	Noun	B1
aivokalvo	Noun	B1
aivokalvokasvain	Noun	B2-
aivokalvontulehdus	Noun	B2-
aivokammio	Noun	B1
aivokasvain	Noun	B2-
aivokirurgi	Noun	B3/S2
aivokuollut	Adjective	B2-
aivokuollut	Noun	B2-/S2
aivokuori	Noun	B1
aivokurkiainen	Noun	B1
aivokuume	Noun	B2-
aivokäyrä	Noun	B3
aivolisäke	Noun	B1
aivopestä	Verb	Q2.1/A2.2
aivopesu	Noun	Q2.1/A2.2
aivopieru	Noun	X9.1-
aivopoimu	Noun	B1
aivopuolisko	Noun	B1
aivoriihi	Noun	S1.1.3+/X2.4
aivoruhje	Noun	B2-
aivorunko	Noun	B1
aivosairaus	Noun	B2-
aivo-selkäydinneste	Noun	B1
aivosilta	Noun	B1
aivosolu	Noun	B1
aivosto	Noun	B1
aivosyöpä	Noun	B2-
aivosähkökäyrä	Noun	B3
aivot	Noun	B1
aivotulehdus	Noun	B2-
aivouurre	Noun	B1
aivovamma	Noun	B2-
aivovaurio	Noun	B2-
aivoverenkiertohäiriö	Noun	B2-
aivoverenvuoto	Noun	B2-
Aix-en-Provence	Proper	Z2
ajaa	Verb	M3 M4 A1.1.1 S7.1+ B4 K5.1 Y2
ajaja	Noun	M3/S2 K5.1/S2 M4/S2
ajallinen	Adjective	T1
ajaminen	Noun	M3 M4 A2.2 M1 K5.1 Y2 B4 S7.1+
ajan_mittaan	Adverb	N3.8-
ajan_myötä	Adverb	N3.8-
ajan_oloon	Adverb	N3.8-
ajan_tasalla	Adverb	T1.1.2
ajan_tasalle	Adverb	T1.1.2
ajanhetki	Noun	T1.2
ajanjakso	Noun	T1.3
ajankohta	Noun	T1.2
ajankohtainen	Adjective	T1.1.2
ajankohtaisesti	Adverb	T1.1.2
ajankohtaisohjelma	Noun	Q4.3
ajankohtaisuus	Noun	T1.1.2
ajankohtaisviihdeohjelma	Noun	Q4.3
ajankäyttö	Noun	T1
ajanlasku	Noun	T1
ajanmukainen	Adjective	T1.1.2
ajanmukaistaa	Verb	T1.1.2
ajanmukaistaja	Noun	T1.1.2/S2
ajanmukaistaminen	Noun	T1.1.2
ajanmukaistus	Noun	T1.1.2
ajanmukaisuus	Noun	T1.1.2
ajantasainen	Adjective	T1.1.2
ajantasaistaa	Verb	T1.1.2
ajantasaistaminen	Noun	T1.1.2
ajantasaisuus	Noun	T1.1.2
ajanvietekirjallisuus	Noun	Q4.1
ajanvieteromaani	Noun	Q4.1
ajastin	Noun	T1/O2
ajastus	Noun	T1
ajat_sitten	Adverb	T1.1.1
ajatella	Verb	X2.1 X4.1 X7+
ajatelma	Noun	X2.1
ajatollah	Noun	S9/S2
ajaton	Adjective	T2++
ajatteleminen	Noun	X2.1 X4.1
ajattelija	Noun	X2.1/S2
ajattelu	Noun	X2.1 X4.1
ajattelutapa	Noun	X4.1
ajattomasti	Adverb	T2++
ajattomuus	Noun	T2++
ajatus	Noun	X2.1 X4.1 X7+
ajatusmaailma	Noun	X4.1
ajatustenlukija	Noun	S9/S2
ajatustenluku	Noun	S9
ajatustenvaihto	Noun	Q1.1/X2.1
ajatustoiminta	Noun	X2.1
ajatustottumus	Noun	X4.1
ajatusviiva	Noun	Q3
ajautua	Verb	M1 T2-
ajautuja	Noun	M1/S2 T2-/S2
ajautuminen	Noun	M1 T2-
Ajax	Proper	Z3
ajelehtia	Verb	M1 X7- A1.4-
ajelehtiminen	Noun	M1 X7- A1.4-
ajeleminen	Noun	M3 B4
ajelija	Noun	M3/S2
ajella	Verb	M3 B4
ajelu	Noun	M3 B4
ajo	Noun	M3 A2.2 M1 K5.1 Y2 B4 S7.1+
ajoissa	Adverb	T4+
ajoittaa	Verb	X7+/T1
ajoittain	Adverb	N6-
ajoittainen	Adjective	N6-
ajoittais	CompPart	N6-
ajoittaisesti	Adverb	N6-
ajoittaisuus	Noun	N6-
ajoittaminen	Noun	X7+/T1
ajoittua	Verb	T1.2
ajoittuminen	Noun	T1.2
ajoitus	Noun	X7+/T1 T1.2
ajojahti	Noun	K5.1 E3-
ajokaista	Noun	M3/H3
ajokelpoinen	Adjective	M3/A5.1+
ajokelpoisuus	Noun	M3/A5.1+
ajokelvoton	Adjective	M3/A5.1-
ajokelvottomuus	Noun	M3/A5.1-
ajokilometri	Noun	N3.7
ajokki	Noun	M3
ajokoira	Noun	L2/K5.1
ajokortti	Noun	M3/Q1.2
ajoneuvo	Noun	M3
ajoneuvokilometri	Noun	N3.7
ajo-oikeus	Noun	S7.4+/M3
ajopiirturi	Noun	O3/M3
ajorata	Noun	M3/H3
ajos	Noun	B2-
ajospahka	Noun	B2-
ajot	Noun	K5.1
ajuruoho	Noun	L3
Akaa	Proper	Z2
akaalainen	Adjective	Z2
akaalainen	Noun	Z2/S2
akaalais	CompPart	Z2
akana	Noun	N5.2+
akankaali	Noun	L3
akansieni	Noun	L3
akasia	Noun	L3
akateemikko	Noun	P1/S2
akateeminen	Adjective	P1
akateemisesti	Adverb	P1
akateemisuus	Noun	P1
akatemia	Noun	P1
Akava	Proper	Z3
AKE	Abbrev	Z3/M3
Aki	Proper	Z1m
akileija	Noun	L3
akillesjänne	Noun	B1
Akira	Proper	Z1m
Akita	Proper	Z2
akka	Noun	O4.2-/S2.1f
akku	Noun	O3
Akkunusjoki	Proper	Z2
akkusatiivi	Noun	Q3
akne	Noun	B2-
Akola	Proper	Z2
Akonjärvi	Proper	Z2 Z1
akrobaatti	Noun	K5.1/S2 X9.1+/S2
akrobaattinen	Adjective	K5.1 X9.1+
akrobaattisesti	Adverb	K5.1
akrobaattisuus	Noun	K5.1
akrobatia	Noun	K5.1 X9.1+
akrofobia	Noun	B2-/X1
akryyli	Noun	O1.1
akseli	Noun	O2 N2 S5+
Akseli	Proper	Z1m
aksiooma	Noun	N2 X2.1
aksoni	Noun	B1
Aktia	Proper	Z3/I1
aktiivi	Noun	Q3 X5.2+/S2
aktiivi	Adjective	X5.2+
aktiivihiili	Noun	O1.1
aktiivinen	Adjective	X5.2+ A1.1.1 Y1 I1.1 Q3
aktiivisesti	Adverb	X5.2+ A1.1.1
aktiivisuus	Noun	X5.2+ A1.1.1
aktivismi	Noun	G1.2
aktivisti	Noun	G1.2/S2
aktiviteetti	Noun	A1.1.1
aktivoida	Verb	T2+ X5.2+/A2.2
aktivoiminen	Noun	T2+ X5.2+/A2.2
aktivointi	Noun	T2+ X5.2+/A2.2
aktivoitua	Verb	T2+ X5.2+/A2.1
aktivoituminen	Noun	T2+ X5.2+/A2.1
aktuaari	Noun	I2.1/S2 Q1.2/S2
Aku	Proper	Z1m
akuhieronta	Noun	B3
akupainanta	Noun	B3
akupunktio	Noun	B3
akupunktuuri	Noun	B3
akustiikka	Noun	X3.2
akustinen	Adjective	X3.2
akustisesti	Adverb	X3.2
akustisuus	Noun	X3.2
akuutisti	Adverb	X5.1+ B2-
akuutti	Adjective	X5.1+ B2-
akvaario	Noun	L2/O2 L2/H1
akvatinta	Noun	C1
Al	Proper	Z1
AL	Abbrev	Z3/Q4.2
ala	Noun	A4.1 N3.6
ala-arvoinen	Adjective	A5.1-
ala-arvoisesti	Adverb	A5.1-
ala-arvoisuus	Noun	A5.1-
ala-aste	Noun	P1
Alabama	Proper	Z2
alabasteri	Noun	O1.1
Aladdin	Proper	Z1m
aladobi	Noun	F1
al-Ahmari	Proper	Z1
Al-Ahmari	Proper	Z1
al-Ahmarin	Proper	Z1
Al-Ahmarin	Proper	Z1
alahuuli	Noun	B1
Alahärmä	Proper	Z2
Alai	Proper	Z2
alaikäinen	Adjective	T3-
alaikäinen	Noun	T3-/S2
alaikäisyys	Noun	T3-
alainen	Adjective	S7.1- M6
alainen	Noun	S7.1-/S2
alaisuus	Noun	S7.1-
Alaivuoristo	Proper	Z2
Alajoki	Proper	Z2 Z1
Alajärvi	Proper	Z2 Z1
alakerta	Noun	H2 Q4.2 K5.1
alakohtainen	Adjective	A4.1
alakohtaisesti	Adverb	A4.1
alakohtaisuus	Noun	A4.1
alakomitea	Noun	S7.1+/S5+
alalantio	Noun	B1
alaleuka	Noun	B1
alaleukaluu	Noun	B1
alaluomi	Noun	B1
alamaailma	Noun	G2.1-/S5+
Alamylläri	Proper	Z1
alamäki	Noun	W3
Alan	Proper	Z1m
alanielu	Noun	B1
alanko	Noun	W3
alankomaalainen	Adjective	Z2
alankomaalainen	Noun	Z2/S2
alankomaalais	CompPart	Z2
Alankomaat	Proper	Z2
alaosa	Noun	O2 B5
alapuolella	Preposition	Z5
alapuolelle	Preposition	Z5
alapuolelta	Preposition	Z5
alapuoli	Noun	M6
alapuolinen	Adjective	M6
alapää	Noun	M6 B1
alaraaja	Noun	B1
alaraajahalvaus	Noun	B2-
alaraja	Noun	N5.1-
alas	Adverb	M6 T2- N5- G2.2-
Alasalmi	Proper	Z1
Alasatakunta	Proper	Z3/Q4.2
alasin	Noun	O2
Alaska	Proper	Z2
alaskalainen	Adjective	Z2
