lemma	pos	semantic_tags
ہمیشہ	NN2	S2mf/T3- S4mf
چار	RR	N6+++
کہاں	MC	N1 T3 T1.2
بغیر	RRQ	M6
دے	RL	M6
چند	VV0	A9- A1.1.1
کے اندر	DA2	N5-
کے بارے میں	RL	M6
نظام	RP	Z5 M6
مقامی	NN1	X4.2 O3 M3 M4 Q1.3 Y2 B1 N2 G1.1c
جگہ	NN1	H3/S2mf F2/H1c
عظیم	VV0	M2 X2.2+ I3.1 Q2.2
کے دوران	RR	A5.1+
اگرچہ	II	Z5
چھوٹے	CS	Z5
پہلے	RR	N3.2-
دیکھو	RT	N4
اگلے	VV0	A8 X3.4 X2.4 X7+ Z4
کب	MD	N4
مقدمہ 	RRQ	Z5
آخر	NN1	A4.1 O2 G2.1 B3 X4.1 Q3
چیزیں	VV0	T2-
سماجی	NN2	O2 X4.1 A7- S2mf L2mf
سب سے زیادہ	NN1	S1.1.1 I1.1/G1.1
مل	RRT	N5+++
گروح	VV0	A10+ X2.1 X6+
خاموش	VV0	S5+ A4.1 B3%
مطلب	RR	A13.5 A13.6 A13.2
پانچ	VV0	Q1.1 X7+
دعوت	MC	N1 T3 T1.2
ہر	VV0	K1/S1.1.3+
رفاقت	AT1	N5.1+
خواتین	NN1	I2.1/S5+c S5+c G3/S5+c S3.1 K4/S5+c
کہنا 	NN2	S2.1f
اہم	VVZ	Q2.1
لیا	JJ	A11.1+
زیادہ سے زیادہ	VVD	A9+ T1.3 C1 A1.1.1 M2 A2.1+ X2.4 P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@
مردوں	RR	A13.3 N6+
معلومات	NN2	S2.2m
دونوں	NN1	X2.2+
قومی	RR	Z5
اکثر	NN1	M7/S2mf
دیکھا	RR	N6+
دیا	VVN	X3.4 X2.1 S1.1.1 X2.5+ A7+
اسکول	VVN	A9- A1.1.1
حقیقت	VV0	P1
پیسے	NN1	A5.2+ X2.2
بتایا	NN1	I1
دور	VVN	Q2.1 S7.1+/Q2.2 X3 A10+
اعلی	RL	M6 A1.1.1%
نقطہ	RR	N3.7+ N5+
رات	VV0	A10+ M6 H1
ریاست	NNT1	T1.3
کاروبار	VV0	Q2.1
دوسری	NN1	I2.1 A1.1.1 A5.1+++
ضرورت	VV0	S8+
لیا	VV0	S6+
کیا	VVN	A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 A2.1+ P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@
حق	VDN	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5
 رکھنا	VV0	A5.3+/A2.1
چیز	VHG	A9+ Z5 A2.2 S4
دیکھا	NN1	O2 X4.1 A7- S2mf L2mf
لندن	VVN	A8 X3.4 X2.4 X7+
علاقا	NP1	Z2
شاید	NN1	M7 A4.1 N3.6
سر	RR	A7
پانی	VV0	S7.1+ K5.1 M1 N5 A2.1+ A11.1+ Q1.2 T1.1.3
حق	VV0	F4 B1
خاندان	VV0	A5.3+/A2.1
طویل	NN1	S4c A4.1c
ہاتھ	VV0	X7+
کی طرح	VV0	A9-
پہلے ہی	VV0	E2+
ممکن	RR	T1.1.1
کچھ بھی نہیں	JJ	A7+
ابھی تک	PN1	Z6/Z8
بڑے	RR	T1.1.2
چھوڑ	JJ	N3.2+ N5+ A11.1+
کی طرف	VVN	M1 M2 A1.1.1 A1.9 A9- N5.2+ T2-
پوچھا	VV0	S5+
قائم	VVD	Q2.2
چاہے	VVN	M2 M6 O4.5 O4.1 W4 A1.1.1 B3 B4 X6+ S6+ K2 Q4.3
دن	CSW	Z5
گھر	NNT2	T1.3
ملاقات	VV0	M1/M6
جان	JB	Q2.2
ترقی	NP1	Z1m S9/O1.2
ہفتے	NN1	A2.1+ A5.1+/A2.1 H1
استعمال	NNT1	T1.3
ملک	VV0	A1.5.1 S7.1+
طاقت	NNL1	G1.1c W3 F4/M7
بعد	VV0	A1.1.1
تقریبا	RRR	T4-- T1.1.3 N4
نوجوان	RR	A13.4
کونسل	NN1	T3-
خود	NN1	G1.1c S7.1+/S5+c
دور	PPX1	Z8m
دونوں	RR	A13.3 N3.3+ X9.2+
استعمال	RR	Z5
کمرے	VV0	A1.5.1 S7.1+
ایک ساتھ مل کر	VV0	H4
بتا	RL	S5+ T1.1.2 M6
تھوڑا	VV0	Q2.2 Q2.1 X3 A10+
سیاسی	RR	A13.7
پہلے	JJ	G1.2
قابل	RT	N4
بن	JJ	X9.1+
چھ	VVN	A2.1+ O4.2+
عمومی	MC	N1 T3 T1.2
خدمت	NN1	G3/S7.1+/S2mf B3/H1
آنکھوں	VV0	A1.1.1 S8+
کے بعد	VVZ	X3.4
اوقات	RR	N4
مسئلہ	NP1	Z3
کچھ	NN1	A12- X4.1 B2-
منڈی	PN1	Z8
کی طرف	VV0	I2.2
عدالت	II	Z5
عوامی	VV0	S3.2 X7+
دوسروں	RR	A10+
چہرہ	NN2	A6.1-/Z8
مکمل	VV0	M6 S1.1.1 X2.1 B5
کررہے	RR	N5.1+
جنگ	VDG	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5
گاڈی	VV0	G3 S7.3
محسوس کیا	NN1	M3fn
پولیس	VVN	X2.1 E1 X3
رکھنے	VV0	G2.1 G2.2
منعقد	VV0	A9+ N6+ T2++ A1.7+ A2.2 F4 S8+ H4
سڑک	VVN	M2 A1.1.1 A9+ X2.1 S7.1+/A1.7+
شاید	NN1	M3 X4.2
مدد	RR	A7+
دلچسپی	VV0	S8+
دستیاب	VV0	X5.2+
قانون	JJ	A3+ A9+ A1.2+/G1.2 S4
بہترین	NN1	G2.1 S6+ Y1
شکل	RRT	A5.1+++ A13.2 G2.2+++ O4.2+++
تلاش	VV0	T2+ A2.1+ A1.8+ A3+ A1.1.1
ابتدائی	JB	A8 X3.4
سازی	RR	T4+
آج	NN1	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+
ماں	RT	T1.1.2
دیکھا	VV0	S4
جانتا تھا	VVD	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ S3.2
تعلیم	VVD	X2.2+ S3.2/B1%
کام	NN1	P1 X2.3+
اصل	VV0	I3.1 A1.1.1 X9.2+ A2.1+ A2.2
پالیسی	RR	A5.4+ A14
کبھی	NN1	X7+ Q1.2
تو	RR	T1.1 N6+++ A13
دفتر	RR	Z5 A13.3
ہوں	NN1	I2.1/H1c I2.1/H2c S7.1+ I3.1 S9 S8+
تحقیق	VBM	A3+ Z5
محسوس	VV0	X2.4
بڑا	VV0	X2.1 E1 X3
جسم	RR	N3.2+
دروازے	NN1	B1 O2 S5+c O4.1 S2mf
دیں	NN1	H2 H1@
برطانیہ	VVN	S7.4+ I2.2/H1 T2-
نام	NP1	Z2
شخص	VV0	Q2.2
خدمات	NN1	S2mfc
ماہ	NN2	S8+ S7.1- A1.1.1 S9 G3@ G2.1@ M3/M7@
رپورٹ	NNT2	T1.3
سوال	VV0	Q2.2 S7.1-
استعمال	VV0	Q2.2
صحت	VVG	A1.5.1 S7.1+
تبدیل کر دیا	NN1	B2 X9.2
دس لاکھ	VVD	M2 M1 O4.4 A1.1.1 A2.1+ O4.2-
اہم	NNO	N1 I1
اگرچہ	NN1	O2/M4 O3
الفاظ	RR	Z5
کافی	VVZ	Q3
بچہ	RR	N5+ N6+
کم	NN1	S2mf/T3- S4mf
کتاب	RRR	A13.6
مدت	VV0	A9+/Q2.2 G2.1
یہاں تک کہ	NN1	T1.3 B1 Q3 P1/T1.3
کئی	II	Z5
اس بات کا یقین	DA2	N5
والد	UH	Z4
سطح	VV0	S4/B1
کنٹرول	VV0	O4.4 Q2.2 M2
نام سے جانا جاتا	VV0	S7.1+ A1.7+
معاشرہ	VVN	X2.2+ S3.2/B1%
اہم	NN	S5+c
کے ارد گرد	VV0	P1
شروع	RP	M6
خود	VVD	T2+
خود	PPX1	Z8
وزیر	PPX2	Z8
اقتصادی	NN1	G1.1/S2mf S9/S2mf
مطلوب	JJ	I1.3- I2.1
پر	VVN	X7+ S6+ A7+ G2.1- S3.2 A9-
علاقوں	II	Z5
کے بعد	NN2	M7 A4.1 N3.6
لہذا	RR	N4
عورت	RR	Z5
انگلینڈ	NN1	S2.1f
شہر	NP1	Z2 Z1mf
برادری	NN1	M7c M7/I2.1c
صرف	NN1	S5+c
شامل	RR	A14
مرکز	II	A1.8+
دی	VV0	M6 A11.1+
کام	VVD	A9- A1.1.1
میں	NN1	I3.1 A1.1.1 A12-
پوزیشن	II	Z5
اثر	VV0	M6
امکان	VV0	A2.2
حقیقی	RR	A7+
واضح	RG	A13.3
عملے	VVZ	M2 A7+ A10+ I1.1 B4 O4.1
سیاہ	VV0	I3.1
قسم	VV0	O4.3 G2.2-
پڑھ	NN1	A4.1
فراہم کرتے ہیں	VVN	Q3 Q1.2 X3.2+ X2.5+ P1 A10+
خاص طور پر	VV0	A9- S6+
بن گیا	NN1	A4.2+
سطر	VVD	A2.1+ O4.2+
لمحے	VV0	A1.1.1
بین الاقوامی	NNT1	T1.2 T1.1.2
کارروائی	NN1	M7/S5+c K5.1 K5.1/S2mf
خصوصی	VV0	A1.1.1
مشکل	NN1	A4.2+ G2.1/S2mf
کچھ	JJ	A12-
خاص طور پر	JJ	A4.2+ A7+
تو	RR	A13.3 A14
کھلا	RR	Z5
انتظام	VV0	A10+ T2+
لے کر	NN	S7.1+c
بھر	VVG	A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 A2.1+ P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@
خیال	RL	M6
پوری	NN1	X4.1 X7+
عمر	NN1	N5.1+
عمل	VV0	T3++ T3
کام	VV0	A1.1.1 Y2 M1
کے ارد گرد	VVI	A1.1.1 T1.1.2 A8 K4
ثبوت	RP	M6
نقطہ نظر	VV0	A10+ A5.2+ X2.4
بہتر	VV0	X2.1 X3.4 X2.4
بند	VV0	A5.1++
ذہن	RP	M6 K1 A1.1.1 A1.9
احساس	VV0	E6+ E2- S8+ A1.3
بلکہ	VV0	X3
لگتا ہے	RR	Z4 E2++
یقین	VVZ	A8
صبح	VV0	X2.1 S9%
تیسری	NNT1	T1.3
اور	MD	N4 N5 N1
نصف	RR	A6.1- Z4
سفید	RR	N1 A13.4
موت	NN1	O4.3 O4.3/S2mf F2 F1 B1
کبھی کبھی	NN1	L1-
اس طرح	RR	N6
لایا	RR	Z5/A2.2
ہو رہی ہے	VVN	M2 A2.2
گرجا گھر	VVG	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-
دس	NN1	S9/H1c S9c
گے	MC	N1 T3
کوشش	VM	T1.1.3
پیچھے	VV0	X8+ X2.4 Q2.2 G2.1 A12-
سنا	RL	M6 A6.1-
خدا	VVN	X3.2 X2.3+ G2.1@
میز	NP1	S9m Z4
تبدیلی	VV0	Q2.2
حمایت	VV0	A2.1+ I1 B5
واپس	VV0	S8+ A1.1.1 K5.1 I1.1 A10+
قسم	VV0	S8+ K5.1/I1 M1 M6 K2
جن	VV0	A4.1 A1.1.1 Y2
صنعت	DDQGE	Z8
پہلے	NN1	I4c I2.1c
مفت	RA	T1.1.1
دیکھ بھال	VV0	S6- A1.7-
حکم	VV0	E6- E2+ S8+ B3 X7+
صدی	VV0	S7.1+/Q2.2 I2.2/Q2.2
حد	NNT1	T1.3 K5.1%
یورپی	VV0	A6.3+ O4.1
چلے گئے	NP1	Z3
کل	VVN	M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1%
تربیت	RT	T1.1.1
کام کر رہے ہیں	NN1	P1 K5.1
پوچھنا	NN1	I3.1 A1.1.1 X9.2+ A2.1+ A2.2 M7/I4@
سڑک	VV0	Q2.2
گھر	NNL1	M3/H3
لفظ	VV0	M1/M6
گروپوں	VV0	Q3
تاریخ	NN2	S5+ A4.1 B3%
مرکزی	NN1	T1.1.1 P1/T1.1.1 Q2.1 B2
تمام	JJ	A11.1+ M6
مطالعہ	RR	A13.2
عام طور پر	VV0	P1 X2.4
یاد	RR	A6.2+
تجارت	VV0	X2.2+
سو	VV0	I2.2
پروگرام	NNO	N1
کھانا	VV0	Y2
کمیٹی	NN1	F1
ہوا	NN1	S7.1+/S5+c
گھنٹے	VV0	B4 Q2.1
تجربہ	NNT2	T1.3
شرح	VV0	X3 A1.1.1
ہاتھ	VV0	A5.1
یقینا	VVZ	A9-
سر	RR	A13.3
زبان	NN1	S7.1+/S2.2m
ملک	NN1	Q3 Y2
نتیجہ	VV0	M1 M2 M5 M4 A9+ A2.2
کورس	VV0	A2.2
کسی	VV0	M1
سب کچھ	PN1	Z8mfc
یقینی طور پر	PN1	Z8/N5.1+
بنیاد	RR	A7+
ٹیم	JJ	T2+ M6 A2.2
سیکشن	VV0	S5+
کالعدم	VV0	A1.1.1 B3/X1
چھوڑ	NNU	N1
کی کوشش کر رہے	VV0	M1 M2 A1.1.1 A1.9 A9- T2-
آنے والے	JJ	A12-
اسی طرح	VVG	M1 N3.1 A2.2 A3+ X2.1 A9+ S4 N4 S3.2
ایک بار	JJ	A6.1+
منٹ	RR	N6- T1.1.1
اتھارٹی	NNT2	T1.3 Q1.2
انسانی	NN1	G1.1c S7.1+ S7.4+ X2.2+
تھوڑا	NN1	S2mf
عام	RR	A13.7
کردار	NN1	M7
صفر	NN1	I3.1 K4 S1.1.1 A1.1.1
یورپ	RR	A5.2+ A5.4+
ضروری	NP1	Z2
فطرت	JJ	S6+ A11.1+
کلاس	NN1	W5 A4.1 S1.2 A6.2+
وجہ	VV0	A4.1
طویل	VV0	X2.1 Q2.2
کہہ	VV0	X7+
شہر	NN1	Q2.1
دکھائیں	NNL1	M7
موضوع	VV0	A10+ S1.1.1
آواز	VV0	A1.1.1 S7.1+
کمپنیوں	VV0	Q2.1
کے بعد	NN2	I2.1/S5+c S5+c G3/S5+c S3.1 K4/S5+c
بس	RR	N4
خاص طور پر	RR	A13.6 A14 A12+
محکمہ	RR	A14
واحد	NN1	H2 S5+c X2.2
مختصر	VV0	A4.2+
ذاتی	VV0	O3
صفر	JJ	S5- S1.2.1+
ادائیگی	MC	N1
قدر	VV0	I1.2 A9- I1.1/I3.1
رکن	VV0	A11.1+ I1.3
شروع	NN1	S5+/S2mf B1
دوڑنا	VVD	T2+ E5- E3-
مریضوں	VVN	M1/N3.8+ G1.2 G2.1- X3.3 S7.1+ A1.1.1 T2++ M3 S4 A6.3+ K4
کاغذ	NN2	B2-/S2mf
نجی	VV0	H5
سات	NN1	G3/S2mf B1
برطانیہ	MC	N1 T3 T1.2
نظام	NP1	Z2
خود	NN2	X4.2 O3 M3 M4 Q1.3 Y2 B1 N2
مشق	PPX1	Z8f
بیوی	VV0	A1.1.1
قیمت	NN1	S4f
قسم	VV0	I1.3
لگتا ہے	VV0	Q1.2
اعداد و شمار	VV0	A8
سابق	VV0	X2.1 X2.5+
کھو	NN1	O2
حق	VVN	X9.2- A9- M6/A5.3- L1-
ضرورت	VV0	A5.3+/A2.1
معاملہ	VV0	S6+
فیصلہ	VV0	A11.1+
بینک	NN1	X6+
ممالک	VV0	I1.1 X2.6+ M1
یہاں تک کہ	NNL2	M7
یونین	II	Z5
شرائط	NN	I3.1/S5+c S5+c S4
مالی	VVZ	Q2.2
ضرورت	JJ	I1
جنوبی	JB	S6+
جامع	ND1	M6
کلب	NNL1	P1/H1c
صدر	VV0	K1 E3- S5+
دوست	NN1	G1.1/S7.1+/S2mf
معیار	NN1	S3.1/S2mf
عمارت	NN1	A5.1 A5.1+ O4.1
شمالی	NN1	H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1
تخت	ND1	M6
ملاقات	VV0	K4 A1.1.1 A5.4-
غیر ملکی	NN1	S1.1.3+ S3.1 K5.1 S9 A1.1.1 X9.2+ A6.1+
جلد ہی	JJ	M7
مضبوط	RR	T1.1.3/N3.8+
صورت حال	JJ	S1.2.5+ N5+ A5.1+ X5.2+ S7.1+ X9.1+ O4.1 S1.2.3+
آتا ہے	NN1	A3+ O4.1 M6 I3.1@
دیر	VVZ	M1 N3.1 A2.2 A3+ X2.1 A9+ S4 N4 S3.2
بستر	RR	T4- T1.1
حالیہ	VV0	L3 S3.2/B1
تاریخ	JJ	T3-
کم	VV0	T3 S3.2
تعلق	VV0	L2/Q2.1
لڑکی	JJ	E6- A1.8+ A2.2 S1.1.3+
مشکل	NN1	S2.1f L2f@
امریکی	RR	O4.1 X8+ X5.2+ N5+ A12-
ڈیوڈ	NN1	Z2/S2mf
اعلی	NP1	Z1m
ٹیکس	RRR	N3.7++ N5++
پیداوار	VV0	I1.1/G1.1 A12-
مختلف	NN1	A1.1.1 A10+ K4 K3 Q4.3
سمجھ	JJ	A6.3+
قیادت	VV0	X2.5+
لانے	VVN	S7.1+ A2.2 M2 A1.1.1
زمین	VV0	M2 A2.2
شرائط	VVN	A1.1.1 X3.2 M2 F1 A1.1.1/O4.5 X8+ K1
سیکرٹری	NN2	O4.1 S6+ B2- B2+ Z7
ہفتے	NN1	I3.2/S2mf S7.1+/S2mf
واضح طور پر	NNT2	T1.3
برا	RR	A7+ A11.2+ A12+
آرٹ	RR	A5.1- G2.2- O4.2- B2-
شروع	NN1	C1 X9.1+
شامل	VV0	T2+ E5- E3-
غریب	VV0	A1.8+
ہسپتال	JJ	I1.1- A5.1- N5- E4.1- X9.1-
دوستوں	NNL1	B3/H1c
فیصلہ	NN2	S3.1/S2mf
دکھایا	JB	X6+
موسیقی	VVN	A10+ S1.1.1
ماہ	NN1	K2
انگریزی	NNT1	T1.3
کوشش	NP1	Z1mf
کھیل	VVN	X8+ X2.4 Q2.2 G2.1 A12-
ہو سکتا ہے	NN1	K5.1 K5.2 X7+ A1.1.1 L2 F1
کسی	NPM1	T1.3
غلط	PN1	Z8mfc
طریقوں	VV0	G2.2-
باب	NN2	X4.2 M6 M3/H3 N3.3 A4.1 A1.1.1 T1.3
بعد	NN1	Q4.1 T1.3 S9/S5c S5+c
قیمت	VVN	M1 N4 S7.1- X2.4 X2.5+ A6.1+ A1.1.1 A2.2 K5.1
کھیلنے	VVN	I1.3 I1.2
موجود	VV0	K1 K5.1 K5.2 K2 K3 A1.1.1 K6
محبت	VV0	A9- A2.2 Q2.2 S1.1.3+ Q4.3 O4.1 K4
مسئلہ	VV0	E2+
جاتا ہے	VV0	A9-
بیان	VVZ	M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1%
ایوارڈ	JJ	Q2.2
بادشاہ	VV0	A9- A5.1+/A9- I1.3+/A9-
شاہی	NN1	S7.1+/S2.2m
نتائج	NN1	S7.1+/S2mf
کارکنوں	NN2	A2.2 X9.2 N2 A5.1 K5 Q1.1/A2.2
اپریل	NN2	I3.1/S2mf
توقع	NPM1	T1.3
رقم	JB	X2.6+
کے باوجود	VV0	N5+/A2.1
علم	II	Z5
جون	NN1	X2.2+ S3.2/B1%
منتقل کر دیا گیا	NPM1	T1.3
خبریں	JB	M1 E1
روشنی	NN1	X2.2+/T3- X2.2+/Q4.2 X2.2+/Q4.3
مارچ	VV0	W2 O4.6+
نقطہ نظر	NPM1	T1.3
رب	VV0	M1 A1.1.1 Q2.2
کاٹ	VV0	S7.1+
بنیاد	VVN	A1.1.1 N5-/A2.1 T2- M1 Q4.3 K5.1 B1 F3
بال	NN1	A2.2 T2+ X4.2
ضرورت	NN1	B1
مزید	JB	X7+ S6+
ادائیگی	VV0	N5+/A2.1
سلسلہ	VVN	I1.2 A9- I1.1/I3.1
بہتر	NN	N4c Q4.3c
پہلے	VV0	A5.1++
میدان	RT	N4
اجازت	VV0	K5.1 A1.1.1
آسان	VVN	S7.4+ S8+ X2.1
رکھا	RR	A12+
قدرتی	VVN	A9+ N6+ T2++ A1.7+ A2.2 F4 S8+ H4
رہتے ہیں	NN1	X9.1+ K2
مستقبل	VV0	H4 L1+ A3
باقی	NN1	T1.1.3
منصوبہ	VV0	E3+ M6 A3+ A2.2
زیادہ سے زیادہ	VV0	A10+ X7+ X2.6+ M2 O4.4 X3.2 Q2.2 X2.1
پاؤں	JJR	A5.1++ A11.1++ N3.2++ N5++ X5.2++
ملو	NNU2	N3.3
سادہ	VV0	S3.1 M6 A1.1.1 X9.2+ A6.1+
مر گیا	JJ	A12+ A6.2+ O4.1 X9.1-
کے لئے	VVN	L1- T2-
ہوا	RP	M6
شامل	VVN	A2.1+ A3+ X7-
مینیجر	JJ	N5+/A2.1 A1.8+
کمپیوٹر	NN1	S7.1+/S2mf K1/S7.1+/S2mf K5/S7.1+/S2mf
سلامتی	NN1	Y2
قریب	NN1	G2.1 A15+ E6+ I1.1
ملاقات	VV0	M1/N3.3-
شام	VVN	S3.1 M6 A1.1.1 A6.1+
ذرائع	NNT1	T1.3
گول	NN2	N2
کئے	VV0	M1
سنتے	VVN	M2 A9+ Q4 S7.4+ B1% B2-%
دل	VV0	X3.2 X2.3+ G2.1@
