mwe_template	semantic_tags
tid_NOUN	T1.3
kontrakt_NOUN	I3.1/T1.3-
træning_NOUN	P1/Df
træ_NOUN	L3
svulst_NOUN	B2-
type_NOUN	Df
type_NOUN ting_NOUN	Df
ulcus_NOUN	B2-
vaccine_NOUN	B3
bryllup_NOUN	S4/T1.3
klog_ADJ	Df
arbejde_NOUN	Df
fabrik_NOUN	Df/H1c
citattegn_NOUN	T1.3
citattegn_NOUN	N3.3 N3.7
tal_NUM adjektiv_ADJ	N1
tal_NUM adjektiv_ADJ af_ADP proprium_PROPN	T1.2
tal_NUM konjunktion_CCONJ tal_NUM adjektiv/INTJ_ADJ/INTJ gange_NOUN en_DET adjektiv/INTJ_ADJ/INTJ substantiv_NOUN	N6+
tal_NUM substantiv_NOUN en_DET determinator_DET substantiv_NOUN	N6
tal_NUM substantiv_NOUN i_ADP forvejen_NOUN	T4+
tal_NUM substantiv_NOUN i_ADP rækkefølge_NOUN	N6+
tal_NUM substantiv_NOUN gammel_ADJ	T3/S2mf T3
tal_NUM substantiv_NOUN på_ADP den_DET række_NOUN	N6+
tal_NUM substantiv_NOUN på_ADV	T4
tal_NUM substantiv_NOUN til_ADP den_DET dag_NOUN	T1.3
tal_NUM tal_NUM	N1 T3 T1.2 T1.3 N3.3 N3.5 I1
tal_NUM tal_NUM substantiv_NOUN i_ADP forvejen_NOUN	T4+
nummer_NUM nummer_NUM substantiv_NOUN gammel_ADJ	T3 T3/S2mf
nummer_NUM nummer_NUM nummer_NUM	T1.3 T1.2 N1 I1
nummer_NUM nummer_NUM nummer_NUM nummer_NUM	N1 I1
nummer_NUM nummer_NUM nummer_NUM nummer_NUM til_ADP potens_NOUN af_ADP nummer_NUM nummer_NUM nummer_NUM nummer_NUM	N1
nummer_NUM nummer_NUM nummer_NUM pund_NOUN	I1
nummer_NUM nummer_NUM Kommando_NOUN	Z3c
nummer_NUM nummer_NUM og_CCONJ nummer_NUM	N1 T1.3 I1
nummer_NUM nummer_NUM kalorier_NOUN	N3.1
nummer_NUM nummer_NUM knob_NOUN	N3.8
nummer_NUM nummer_NUM eller_CCONJ nummer_NUM	T3 N1
nummer_NUM nummer_NUM pund_NOUN	I1
nummer_NUM nummer_NUM pund_NOUN værd_ADJ	N5/I1.3
nummer_NUM nummer_NUM pund_NOUN	I1
nummer_NUM nummer_NUM noget_PRON	T1.3
nummer_NUM nummer_NUM til_ADP potens_NOUN af_ADP nummer_NUM	N1
nummer_NUM nummer_NUM til_ADP potens_NOUN af_ADP nummer_NUM nummer_NUM	N1
nummer_NUM nummer_NUM adjektiv_ADJ procent_NOUN	N5
nummer_NUM nummer_NUM adjektiv_ADJ procent_NOUN	N5
nummer_NUM halv_NUM substantiv_NOUN gammel_ADJ	T3 T3/S2mf
nummer_NUM en_DET substantiv_NOUN	N5
*_NUM en_DET side_NOUN	K5.1
*_NUM acres_NOUN	N3.6
*_NUM am_ADV	T1.2
*_NUM og_CCONJ *_NUM pund_NOUN	I1
*_NUM og_CCONJ *_* penny_NOUN	I1
*_NUM og_CCONJ en_DET halv_DET	N1 T3
*_NUM og_CCONJ en_DET halv_DET *_NOUN	T1.3
*_NUM og_CCONJ en_DET halv_DET *_NOUN gammel_ADJ	T3 T3/S2mf
*_NUM og_CCONJ en_DET halv_DET *_NUM	N1 I1
*_NUM og_CCONJ en_DET halv_DET *_NUM pund_NOUN	I1 N3.5
*_NUM og_CCONJ en_DET halv_DET *illion_NUM	N1 I1
*_NUM og_CCONJ en_DET halv_DET procent_NOUN	N5
*_NUM og_CCONJ en_DET halv_NOUN	N1 T3
*_NUM og_CCONJ en_DET halv_NOUN sten_NOUN	N3.5
*_NUM til_ADV side_NOUN	K5.1
*_NUM seng_NOUN semi-detached_ADJ	H1
*_NUM soveværelse_NOUN lejlighed_NOUN	H1
NUM_ADJ soveværelse_NOUN bungalow_NOUN	H1
NUM_ADJ soveværelser_NOUN	H2/N5
NUM_ADJ soveværelser_NOUN lejlighed_NOUN	H1
NUM_ADJ køje_NOUN	N3.2
NUM_ADJ bremsehestekræfter_NOUN	N3.1/M3
NUM_ADJ dollars_NOUN	I1
NUM_ADJ kalorier_NOUN	N3.1
NUM_ADJ dage_NOUN om_ADP NOUN_NOUN	N6
NUM_ADJ grader_NOUN	O4.6+ M6
NUM_ADJ dimensionel_ADJ	O4.4
NUM_ADJ dollars_NOUN	I1
NUM_ADJ gange_NOUN	N5
NUM_ADJ fod_NOUN	N3.7 N3.3
NUM_ADJ fod_NOUN NUM_ADJ	N3.7 N3.3
NUM_ADJ fod_NOUN intet_PRON	N3.7 N3.3
NUM_ADJ fod_NOUN	N3.7 N3.3
NUM_ADJ tusind_NOUN	I1 N1
NUM_ADJ hundrede_NUM	N1 T1.2
NUM_ADJ hundrede_NUM og_CCONJ NUM_ADJ pund_NOUN	I1
hundrede_NUM procent_NOUN	N5.1+
tomme_NOUN	N3.3
kilo_NOUN	N3.5
knob_NOUN	N3.8
liter_NOUN injektion_NOUN	M3
miles_NOUN per_ADP hour_NOUN	N3.8
mile_NOUN	N3.3
minutter_NOUN efter_ADP	T1.2
minutter_NOUN til_ADP	T1.2
minut_NOUN vidunder_NOUN	T1.3-
minutters_NOUN kørsel_NOUN væk_ADV	N3.3
o'clock_ADV	T1.2
ulige_ADJ	N1 N5+ T3
af_ADP	N5+
siden_ADV	T1.1.1
pund_NOUN	I1 N3.5
quid_NOUN	I1
måneder_NOUN ad_ADP gangen_NOUN	T1.3
ply_NOUN	O4.1
gange_NOUN	N6+
NUM_NUM eller_CCONJ sådan_PRON noget_PRON	N1
NUM_NUM ud_ADP af_ADP NUM_NUM	N5
NUM_NUM ud_ADP af_ADP NUM_NUM gange_NOUN	N6
NUM_NUM penge_NOUN	I1
NUM_NUM del_NOUN harmoni_NOUN	K2
NUM_NUM stykke_NOUN orkester_NOUN	K2/S5+c
NUM_NUM plus_CCONJ NOUN_NOUN	T1.3
NUM_NUM plus_CCONJ	T3 N1
NUM_NUM lag_NOUN	O4.1
NUM_NUM pm_ADV	T1.2
NUM_NUM point_NOUN NUM_NUM	N1 I1
NUM_NUM pund_NOUN NUM_NUM	I1
NUM_NUM pund_NOUN NUM_NUM NUM_NUM	I1
NUM_NUM pund_NOUN	I1 N3.5
NUM_NUM pundseddel_NOUN	I1
NUM_NUM pund_NOUN værd_ADJ	N5/I1.3
NUM_NUM quid_NOUN	I1
NUM_NUM quid_NOUN værd_ADJ	N5/I1.3
NUM_NUM score_NOUN	N1
NUM_NUM sæder_NOUN	M3/N5fn M5/N5fn H5/N5
stjerne_NOUN	A5.1
stjernegeneral_NOUN	G3/S2mf
etagehus_NOUN	H1
slagtilfælde_NOUN	O2/M3
gange_NOUN over_ADV	N5+
til_ADP potensen_NOUN af_ADP	N1
spor_NOUN	K3
måde_NOUN	M6 S1.1.2+
ugentlig_ADJ	N6+
hjultræk_NOUN	M3
wheeler_NOUN	M3fn
årskontrakt_NOUN	I3.1/T1.3
årsplan_NOUN	X7+
*_NUM år_NOUN gammel_ADJ	T3
*_PART forstå_VERB hoved_NOUN eller_CCONJ hale_NOUN af_ADP	X2.5-
*_PART forstå_VERB hoved_NOUN eller_CCONJ hale_NOUN af_ADP	X2.5-
*_PART forstå_VERB hoved_NOUN eller_CCONJ hale_NOUN af_ADP	X2.5-
*_PART forstå_VERB hoved_NOUN eller_CCONJ hale_NOUN af_ADP	X2.5-
forstå_VERB	X2.5-
forstå_VERB	X2.5-
bar_NOUN	Z3c
sygdom_NOUN	B2-
formel_ADJ ansættelse_NOUN	Z3c
postordre_NOUN	Z3c
eng_NOUN	Z2
punkt_NOUN	Z2
skole_NOUN	Z3c
klippe_NOUN	Z2
af_ADP	Z3c
park_NOUN	Z2
jernbanestation_NOUN	Z2c
uddannelsesinstitution_NOUN	Z3c
Kloster_NOUN	Z2 Z3c
Akademi_NOUN	Z3c
Rumfart_NOUN	Z3c
Lufthavn_NOUN	Z3c
Våben_NOUN	Z3c
Kunstgalleri_NOUN	Z3c
Atletik_ADJ	Z3c
Bageri_NOUN	Z3c
Helligdag_NOUN	T1.3/K1
Bar_NOUN	Z3c
Kaserne_NOUN	Z2c
Bugt_NOUN	Z2
Bay_PROPN Development_NOUN Corporation_NOUN	Z3c
Strand_NOUN	Z2
Bådklub_NOUN	Z3c
Boghandel_NOUN	Z3c
Bydel_NOUN	Z2c
Drengekor_NOUN	Z3c
Drengekollegium_NOUN	Z3c
Bryggeri_NOUN	Z3c
Broende_NOUN	Z2
Brovej_NOUN	Z2
Byggeselskab_NOUN	Z3c
Busstation_NOUN	Z2
Handelshøjskole_NOUN	Z3c
Erhvervstrust_NOUN	Z3c
Omfartsvej_NOUN	Z2
Kanal_NOUN	Z2
Kløft_NOUN	Z2
Slot_NOUN	Z2
Katedral_NOUN	Z3c
Hovedbanegård_NOUN	Z2c
Central_ADJ	Z2
Børnehospital_NOUN	Z3c
By_NOUN	Z2 Z3c
Byfarm_NOUN	Z3c
Byungdomshold_NOUN	Z3c
Bytilhænger_NOUN	Z3/E2+mf
Close_NOUN	Z2
Kaffebar_NOUN	Z3c
College_NOUN	Z3c
College_NOUN for_ADP handicappede_ADJ	Z3c
College_NOUN for_ADP kunst_NOUN og_CCONJ teknologi_NOUN	Z3c
College_NOUN for_ADP mad_NOUN	Z3c
College_NOUN for_ADP teknologi_NOUN	Z3c
Fælles_NOUN	Z2
Konkurrence_NOUN	Z3c
Computercenter_NOUN	Z3c
Konstabel_NOUN	Z3c
Valgkreds_NOUN	Z2
Valgkredsens_NOUN Labour_PROPN Party_NOUN General_ADJ Management_NOUN Committee_NOUN	Z3c
Kloster_NOUN	Z3c
Hjørne_NOUN	Z2
Råd_NOUN	Z3c
Rådeskole_NOUN	Z3c
Amt_NOUN	Z2c
Amtsråd_NOUN	Z3c
Amtsdanseband_NOUN	Z3c
Amts_NOUN politi_NOUN	Z3c
Amt_PROPN Folkeskole_NOUN	Z3c
Retsal_NOUN	Z3c Z2
Bugt_NOUN	Z2
Cricket_PROPN Klub_NOUN	Z3c
Terrænløb_NOUN Hold_NOUN	Z3c
Kors_NOUN	Z2
Cross_PROPN Politistation_NOUN	Z3c
Cykelkampagne_NOUN	Z3c
Dansestudie_NOUN	Z3c
Ørken_NOUN	Z2
Dok_NOUN	Z2
Dokkene_NOUN	Z2
Skibsværft_NOUN	Z2c
Højland_NOUN	Z2
Indkørsel_NOUN	Z2
Kant_NOUN	Z2
Elektricitet_NOUN	Z3c
Elektronik_NOUN	Z3c
Ende_NOUN	Z2
Gods_NOUN	Z2
FC_PROPN	Z3c
Fald_NOUN	Z2
Slægtshistorisk_ADJ Forening_NOUN	Z3c
Gård_NOUN	Z2
Mose_NOUN	Z2
Festival_NOUN	Z3c
Mark_NOUN	Z2
Fjord_NOUN	Z2
Smedje_NOUN	Z2
Fort_NOUN	Z2
Fond_NOUN	Z3c
Haver_NOUN	Z2
Port_NOUN	Z2
Tidsskrift_NOUN	Z3c
Pigeskole_NOUN	Z3c
Golfklub_NOUN	Z3c
Golfbane_NOUN	Z2
Kløft_NOUN	Z2
Grammatik_NOUN	Z3c
Gymnasieskole_NOUN	Z3c
Bevillingskomité_PROPN	Z3c
Green_PROPN Hospital_PROPN	Z3c
Green_PROPN Lane_PROPN	Z2
Gruppe_PROPN	Z3c
Lund_PROPN	Z2
Vagter_PROPN	Z3
Hal_PROPN	Z2 Z3c
Havn_PROPN	Z2
Havn_PROPN	Z2
Hoved_PROPN	Z2
Sundhedsmyndighed_PROPN	Z3c
Hede_PROPN	Z2
Højder_PROPN	Z2
Høj_PROPN	Z3c
High_PROPN School_PROPN	Z3c
High_PROPN School_PROPN for_ADP Drenge_PROPN	Z3c
High_PROPN School_PROPN for_ADP Piger_PROPN	Z3c
Bakke_PROPN	Z2 Z3c
Hesteshow_PROPN	Z3c
Hospice_PROPN	Z3c
Hospital_NOUN	Z3c
Hotel_NOUN	Z3c
Hus_NOUN	Z3c Z2
Industrier_NOUN	Z3c
Spædbørn_NOUN	Z3c
Børnehaveklasse_NOUN	Z3c
Kro_NOUN	Z3c
Institut_NOUN	Z3c
Institut_NOUN datatjeneste_NOUN	Z3c
Forsikring_NOUN	Z3c
International_ADJ lufthavn_NOUN	Z2c
Ø_NOUN	Z2
Øer_NOUN	Z2
Fængsel_NOUN	Z3c
Kryds_NOUN	Z2
Junior_ADJ	Z3c Z1mf
Mellemskole_NOUN	Z3c
Sø_NOUN	Z2
Bane_NOUN	Z2 Z3c%
Baneskole_NOUN	Z3c
Liga_NOUN	Z3c
Fritidscenter_NOUN	Z3c
Bibliotek_NOUN	Z3c
Lions_NOUN	Z3c
Byret_NOUN	Z3c
Indkøbscenter_NOUN	Z2
Herregård_NOUN	Z2 Z3c
Maraton_NOUN	Z3
Marked_NOUN	Z3c
Mellemskole_NOUN	Z3c
Mølle_NOUN	Z2 Z3c
Modelbygning_NOUN Gruppe_NOUN	Z3c
Hede_NOUN	Z2
Moske_NOUN	Z3c
Bilproducent_NOUN	Z3c
Bilproducent_NOUN	Z3c
Museum_NOUN	Z3c
Musikskole_NOUN	Z3c
Observatør_NOUN	Z3c
Opera_NOUN Selskab_NOUN	Z3c
Økologisk_ADJ gård_NOUN	Z3c
Ortopædisk_ADJ hospital_NOUN	Z3c
PLC_NOUN	Z3
Palads_NOUN	Z2c
Faldskærmscenter_NOUN	Z3c
Parade_NOUN	Z2
Park_NOUN	Z2
Pinsekirke_NOUN	Z3c
Mole_NOUN	Z2
Slette_NOUN	Z2
Punkt_NOUN	Z2
Politi_NOUN	Z3c
Politistation_NOUN	Z2c
Poly_NOUN	Z3c
Polyteknisk_ADJ skole_NOUN	Z3c
Dam_NOUN	Z2
Forberedelsesskole_NOUN	Z3c
Presbyterian_ADJ	Z3c
Folkeskole_NOUN	Z3c
Produktioner_NOUN	Z3c
Kaj_NOUN	Z2
Jernbanestation_NOUN	Z2c
Arkiv_NOUN	Z3c
Rev_NOUN	Z2
Regionsråd_NOUN	Z3c
Rapport_NOUN	Z3
Republik_NOUN	Z2c
Restaurant_NOUN	Z3c
Højderyg_NOUN	Z2
Sten_NOUN	Z2
Række_NOUN	Z2
Roklub_NOUN	Z3c
Kongelig_ADJ	Z3c
Kongelig_ADJ sygeplejestation_NOUN	Z3c
Sand_NOUN	Z2
Skolernes_NOUN Udforskningsforening_NOUN	Z3c
Hav_NOUN	Z2
Sekundær_ADJ moderne_ADJ skole_NOUN	Z3c
Sociale_ADJ tjenester_NOUN	Z3c
Lyd_NOUN	Z2 Z3c
*_PROPN Spa_NOUN	Z2
*_PROPN Specialskole_NOUN	Z3c
*_PROPN Speedway_NOUN	Z2
*_PROPN Plads_NOUN	Z2
*_PROPN Stadion_NOUN	Z2
*_PROPN Stat_NOUN	Z2 Z3c
*_PROPN Station_NOUN	Z2c
*_PROPN Stål_NOUN	Z3c
*_PROPN Gadebassin_NOUN	Z2
*_PROPN Gadebusstation_NOUN	Z2
*_PROPN Gadekvarter_NOUN	Z3c
*_PROPN Gadestation_NOUN	Z2c
*_PROPN Studier_NOUN	Z3c
*_PROPN Svømmeforening_NOUN	Z3c
*_PROPN Swimmingpool_NOUN	Z2
*_PROPN Tech_NOUN	Z3c
*_PROPN Telegraf_PROPN	Z3c
*_PROPN Teater_NOUN	Z2
*_PROPN Tårn_NOUN	Z2
*_PROPN By_NOUN	Z2
Rådhus_NOUN	Z2
Erhvervsskole_NOUN	Z3c
Trust_NOUN	Z3c
Motorvej_NOUN	Z2
Forenet_ADJ	Z3c
Forenet_ADJ Fodboldklub_NOUN	Z3c
Forenet_ADJ tilhænger_NOUN	Z3/E2+mf
Universitet_NOUN	Z3c
Dal_NOUN	Z2
Dal_NOUN	Z2
Landsby_NOUN	Z2
Gangsti_NOUN	Z2
Vandrere_NOUN	Z3c
Afdeling_NOUN	Z2
Vand_NOUN	Z3c
Vej_NOUN	Z2
Skov_NOUN	Z2
Skov_NOUN	Z2
Træblæserorkester_NOUN	Z3c
og_CCONJ Bank_NOUN	Z3
Egenavn_PROPN og_CCONJ Egenavn_PROPN Konstabel_NOUN	Z3c
Egenavn_PROPN og_CCONJ Selskab_NOUN	Z3c
Egenavn_PROPN område_NOUN	Z2
Egenavn_PROPN grænse_NOUN	Z2
Egenavn_PROPN kyst_NOUN	Z2
Egenavn_PROPN kystlinje_NOUN	Z2
Egenavn_PROPN middag_NOUN	F1/T1.3
Egenavn_PROPN sygdom_NOUN	B2-
Egenavn_PROPN et_* al_*	P1/Q1.2 Q1.2/S2mf
Egenavn_PROPN udgravning_NOUN	Y1
Egenavn_PROPN front_NOUN	Z2
Egenavn_PROPN i_ADP Egenavn_PROPN	Z2
Egenavn_PROPN i_ADP Adjektiv/Interjektion_ADJ/INTJ Egenavn_PROPN	Z2
Egenavn_PROPN frokost_NOUN	F1/T1.3
Egenavn_PROPN på_ADP Egenavn_PROPN	Z2
Egenavn_PROPN på_ADP Hav_NOUN	Z2
Egenavn_PROPN reg_NOUN	M3/T3
Egenavn_PROPN sted_NOUN	Z2
Egenavn_PROPN tilhænger_NOUN	Z3/S2mf
Egenavn_PROPN te_NOUN	F1/T1.3
terrier_NOUN	L2mfn
the_DET	Z1mf Z3fnc T1.3
the_DET Dock_NOUN	Z2
time_NOUN	T1.3
upon_ADP	Z2
Art_NOUN College_NOUN	Z3c
Bridge_NOUN	Z2
Centre_NOUN	Z2c Z3c
Green_NOUN	Z2
Road_NOUN	Z2
School_NOUN	Z3c
Lapillus_NOUN	L2
grade_NOUN	S7.1 A4.1
level_NOUN grade_NOUN	P1/A5.1
level_NOUN syllabus_NOUN	P1
reg_NOUN	T3/M3
registered_ADJ	M3
registration_NOUN	M3/T3
in_ADP	B2-
bit_NOUN	X8+
få_VERB ordnet_VERB sit_DET hår_NOUN	B4
have_VERB travlt_ADJ	A1.1.1/N5+
have_VERB meget_ADJ	L1-
føle_VERB sig_PRON forbigået_ADJ	E4.1-
gøre_VERB sin_DET egen_ADJ ting_NOUN	S5-
gå_VERB sin_DET egen_ADJ vej_NOUN	S7.1+
give_VERB sin_DET mening_NOUN	Q2.1
gøre_VERB sit_DET bedste_ADJ	X8+
være_VERB fornuftig_ADJ	S1.2.6+
fokusere_VERB	E4.1-
udtrykke_VERB sin_DET mening_NOUN	Q2.1
udføre_VERB det_PRON	A5.4+
behandle_VERB nogen_PRON uretfærdigt_ADJ	S1.2.3-
have_VERB en_DET positiv_ADJ effekt_NOUN	S8++
gøre_VERB en_DET indrømmelse_NOUN	S7.1+
have_VERB mange_ADJ positive_ADJ kvaliteter_NOUN	A5.1+
få_VERB en_DET snack_NOUN	F1
være_VERB intelligent_ADJ	X9.1+
nyde_VERB sig_PRON selv_PRON	E4.1+
være_VERB involveret_ADJ	S1.1.3+
en_DET joke_NOUN	E4.1+
en_DET ting_NOUN om_ADP	E2+ E6-
lidt_PRON off_PRON	S1.2.4- B2-
om_ADP at_PART	T1.1.3
helt_ADV for_ADP	E2+
tilbage_ADV	M6
ud_ADV over_ADP	X2.5-
nede_ADV ad_ADP vejen_NOUN	T3/N5.2+ T2++
har_VERB i_ADP tankerne_NOUN	X7+ X2.1
har_VERB tilbage_ADV	N5.2+
i_ADP tankerne_NOUN	X7+ X2.1
det_PRON af_ADV	S3.2/B1
børn_NOUN	S4
som_ADP en_DET klippe_NOUN	S8+
ingen_DET chance_NOUN i_ADP helvede_NOUN	A7---
ingen_DET anelse_NOUN	X2.2-
ingenting_PRON	A11.1-
ligeglad_ADJ	E6+
ingen_DET effekt_NOUN	X9.2-
ikke_PART alt_PRON	A11.1-
ligeglad_ADJ	X5.2-
ingen_DET chance_NOUN i_ADP en_DET million_NUM	A7---
ingen_DET chance_NOUN i_ADP helvede_NOUN	A7---
har_VERB ikke_PART hjertet_NOUN	S1.2.3-
har_VERB ikke_PART en_DET anelse_NOUN	X2.2- X9.1-
har_VERB ikke_PART sagt_VERB et_DET ord_NOUN om_ADP	Q3/X2.2-
kan_VERB ikke_PART udholde_VERB noget_PRON som_ADV helst_ADV	A7---
har_VERB ikke_PART den_DET fjerneste_ADJ idé_NOUN	X2.2-
kender_VERB ikke_PART nogen_PRON fra_ADP Adam_PROPN	X2.2-
kender_VERB ikke_PART nogen_PRON fra_ADP et_DET hul_NOUN i_ADP jorden_NOUN	X2.2-
ser_VERB ikke_PART ud_ADV til_ADP at_PART være_VERB tæt_ADJ på_ADP	A6.1-
betyder_VERB ikke_PART noget_PRON	A11.1-
er_VERB ikke_PART enig_ADJ med_ADP	E2- A6.1-
er_VERB ikke_PART interesseret_ADJ i_ADP	E2-
