lemma	pos	semantic_tags
12 timer	ADJ	T1.3
12 måneder	ADJ	T1.3 T3
12 etager	ADJ	H1/N3.7
14-årige	NOUN	T3
15 sekunder	ADJ	T3
150 ord	ADJ	Q1.2
150-årig	ADJ	T3
16 år	ADJ	T1.3 T3
16-årig	ADJ	T3
160-noget	PRON	N1 N5 T3
16XXI	X	Z3fn
17 år	ADJ	T1.3 T3
17-årig	NOUN	T3
17-årige	NOUN	T3
17,5 %	X	N5
18 fod	ADJ	N3.7
18 år	ADJ	T1.3 T3
18-årig	ADJ	T3
18-årig	NOUN	T3
18-årige	NOUN	T3
19	ADJ	N4
13.00	ADV	T1.1.2
2-bit	ADJ	N5
2-liter	NOUN	N3.4
2/3	NUM	N1
20-25 %	NUM	N5
20-ulige	ADJ	N1 N5 T3
20-noget	PRON	N1 N5 T3
20 år	ADJ	T1.3 T3
200.000	NOUN	I1
21-årig	ADJ	T3
21. århundrede	ADJ	T1.3
23-årig	ADJ	T3
24 timer	NOUN	T1.3
25 år	ADJ	T1.3 T3
250.000	NOUN	I1
27,5 %	NUM	N5
28-årig	ADJ	T3
28	ADJ	N4
2D	ADJ	O4.4
3.000 år gammel	ADJ	T3
3-retters	ADJ	F1
3-måneder	ADJ	T1.3 T3
3-ugentligt	ADJ	N6+
3-årig	ADJ	T1.3 T3
3/4	NUM	N1
30-ulige	NUM	N1
30-plus	ADJ	T3
30-personers	ADJ	N5
30-årig	NOUN	T3
30K	NOUN	I1
34-årig	ADJ	T3
34DD	X	N3.2
35-årig	ADJ	T3
360 grader	ADJ	O4.4
360GT	X	Z3
39C	X	O4.6
3D	ADJ	O4.4
3G	NOUN	Q1.3/Y2
3HJ	X	Z5
3I	PROPN	Z3c
3	ADJ	N4
3X	X	N2
4-årig	ADJ	T1.3 T3
40 gange	ADJ	N5
40 minutter	ADJ	T1.3
40 tons	ADJ	N3.5
401(k)	ADJ	I1
40K	NOUN	I1
42-årig	ADJ	T3
44-årig	ADJ	T3
45-årig	ADJ	T3
450.000	NOUN	I1
47-butik	ADJ	I2.2/H1c
4Fs	X	ZZ2
4	ADJ	N4
5	NUM	N1
5-mand	ADJ	K5.1
5-dages	NOUN	T1.3 T3
5 timer	ADJ	T1.3
5-år	ADJ	T1.3 T3
5/6	NUM	N1
50-60 %	NUM	N5
50/50	NUM	A7 N5
50C	X	O4.6
50K	NOUN	I1
52 uger	ADJ	T1.3
53-årig	ADJ	T3
58-årig	ADJ	T3
5C	X	O4.6
5K	NOUN	I1
5 s	NOUN	I1
6 fod	ADJ	N3.7
6-måneder	ADJ	T1.3 T3
600.000	NOUN	I1
620	NUM	N1 Z3
62ish	X	T3 N1
650.000	NOUN	I1
69-årig	ADJ	T3
6	ADJ	N4
7-dages	ADJ	T1.3 T3
7/8-længde	NUM	N3.7
70-80 %	NUM	N5
70-ulige	NUM	N1
75/25	NUM	N5
757	NUM	M5fn
8AE	X	Z5
9-vejs	ADJ	M6
90'	NUM	T1.3
90-mile	NOUN	N3.3
95ish	NUM	T3 T1.3 T1.2
96-årig	ADJ	T3
98 pund	ADJ	N3.5
99,9 %	NOUN	N5
999	NUM	N1 Z3c
=	X	Z5
-en	DET	Z5
Et level	NOUN	P1
Et level	NOUN	P1
A'Levels	NOUN	P1
A-bombe	NOUN	G3
en dag	ADJ	N6
Et level	NOUN	P1
A-niveauer	NOUN	P1
A-vej	NOUN	M3
A-35	SYM	Z3
A-Z	NOUN	Q4.1
A-Z	PROPN	Z3
a.k.a.	X	Q2.2
a.k.a.	NOUN	Q2.2
er.	ADV	T1.3
a.s.a.p.	NOUN	N3.8
A1	SYM	Z2 A5.1+++ N3.2/Q1.2
A10	SYM	Z2
A12	SYM	Z2
A123	X	Z5
A2	X	Q1.2/N3.2
A25	SYM	Z2
A3	SYM	Z2 N3.2/Q1.2
A3-størrelse	ADJ	N3.2/Q1.2
A34	SYM	Z2
A35	SYM	Z2
A4	SYM	N3.2 Q1.2 M3/Z2
A40	SYM	M3/Z2
A5	SYM	Q1.2
A69	PROPN	M6
AA	PROPN	F2 M3 M5
aaah	INTJ	Z4
Aaahh	INTJ	Z4
aaaing	NOUN	Q2.2
aaaing	VERB	Q2.2
Aagh	INTJ	Z4
aah	INTJ	Z4
Aahh	INTJ	Z4
aahhhh	INTJ	Z4
jordvark	NOUN	L2
Aaron	PROPN	Z1m
AB	NOUN	P1
aba	X	O1.1 B5
abacus	NOUN	N3.1
Abagaveny	PROPN	Z2
abalone	VERB	L2 F1
opgive	NOUN	A1.7- A1.3-
opgive	VERB	M1 T2- A9- E1%
forladt	ADJ	M1 T2- A9- E1%
forladt	VERB	M1 T2- A9- E1%
opgive	VERB	M1 T2- A9- E1%
opgivelse	NOUN	M1 T2- A9-
fornedrelse	NOUN	A5.1-- S7.1-
fornærmelse	VERB	E1
forarget	ADJ	E1
fornedrelse	NOUN	E1
aftage	VERB	N5-
reduktion	NOUN	N5-
reduktion	NOUN	N5-/S1.2.5 N5-/S7.1 N5-/A2.1
slagteri	NOUN	L1-/H1
abbedisse	NOUN	S9/S7.1+/S2.1f
Abbey	NOUN	S9/H1
kloster	PROPN	S9/H1
Abbey	PROPN	Z3c
Abbeyfield	PROPN	Z3c
klostre	NOUN	S9/H1
klostre	PROPN	S9/H1
abbed	NOUN	S9/S7.1+/S2.2m
Abbed	PROPN	Z1
Abbeder	PROPN	Z1c
abbot	NOUN	S9/S2m
Abbott	PROPN	Z1mf
Abbots	PROPN	Z3c Z1mf
forkorte	VERB	N3.7-/A2.1 Q1.2 Q2.2
forkortet	ADJ	N3.3- T1.3-
forkortet	VERB	N3.3- T1.3-
forkorte	VERB	N3.3- T1.3-
forkortelse	NOUN	Q3
forkortelser	NOUN	Q3
abc	NOUN	A12+ S5+ Q3
ABC1	X	S5+
ABCC	PROPN	Z3c
ABCO	NOUN	Z3c
abdicere	VERB	A9- A1.9 S7.1-
abdikation	NOUN	S7.1- A9- A1.9
mave	NOUN	B1
abdominal	ADJ	B1
abdominale	NOUN	B1
Abdou	PROPN	Z1m
bortføre	VERB	G2.1-
bortført	VERB	M2/G2.1- M2
bortførelse	NOUN	M2/G2.1- M2
bortfører	NOUN	G2.1-/S2mf
Abdul	PROPN	Z1m
Abdullah	PROPN	Z1m
Abel	PROPN	Z1m
Aberdale	PROPN	Z2
Aberdares	PROPN	Z2
Aberdeen	PROPN	Z2
Abergavenny	PROPN	Z2
afvigende	ADJ	A6.2- E2-
aberration	NOUN	A6.2- E2-
Aberystwyth	PROPN	Z2 Z3c
abet	VERB	S8+ A5.1-
abet	VERB	S8+
medhjælper	NOUN	S8+/S2mf
medhjælpere	NOUN	S8+/S2mf
medhjælpere	NOUN	S8+/S2mf
afholdenhed	NOUN	A1.9
ABH	NOUN	E3-
afsky	VERB	E2-
afskyet	VERB	E2-
afskyet	VERB	E2-
afsky	NOUN	O4.2-
afskyeligt	ADJ	O4.2-
overholde	VERB	M8 T2++@ H4@ S7.1-@
overholde	VERB	M8 T2++@ H4@ S7.1-@
holder	VERB	M8 T2++@ H4@ S7.1-@
blivende	ADJ	T2++
blivende	NOUN	T2++@ H4@ S7.1-@
blivende	VERB	M8 T2++@ H4@ S7.1-@
Abigail	PROPN	Z1f
evner	NOUN	X9.1+
evne	NOUN	X9.1+
abiogenese	NOUN	Y1
afskyeligt	ADJ	A5.1-- E5-
afsky	NOUN	A5.1-- E5-
afskyelighed	NOUN	A5.1-- E5-
afbryde	VERB	X7- T2- Q2.2
Abkhasiere	PROPN	Z2/S2mf
ablativ	ADJ	Q3
i flammer	ADV	O4.6+ O4.3 X5.2+ A1.1.1/E3-
i stand	ADJ	X9.1+
arbejdsdygtige	ADJ	B2+ S1.2.5+
i stand til	ADJ	X9.1++
dygtigste	ADJ	A9.1+++
afvaskning	NOUN	S9 B4
dygtig	ADV	X9.1+
ABM	PROPN	G3
abnorm	ADJ	A6.2-
abnormiteter	NOUN	A6.2- B2-
abnormitet	NOUN	A6.2- B2-
unormalt	ADV	A6.2-
abo	NOUN	M7/S2mf
ombord	ADP	Z5
ombord	ADV	M6
opholdssted	NOUN	H1
afskaffe	VERB	T2- A1.1.2 G2.1/T2-
afskaffe	VERB	T2- A1.1.2 G2.1/T2-
afskaffet	VERB	T2-
afskaffet	VERB	T2-
afskaffelse	NOUN	T2-
abolitionist	NOUN	G2.1/T2-/S2mf
afskyeligt	ADJ	O4.2- A5.1-
afskyeligt	ADV	A5.1- A13.3
vederstyggelighed	NOUN	O4.2-
vederstyggeligheder	NOUN	O4.2-
aboot	ADP	Z5
aboot	ADV	A13.3 M6
aboriginal	ADJ	M7
aboriginal	NOUN	M7/S2mf
aboriginalitet	NOUN	M7/A4.2+
Aborigine	NOUN	M7/S2mf
aborigin	NOUN	M7/S2mf
aboriginerne	NOUN	M7/S2mf
abort	VERB	T2- B3
afbrudt	VERB	T2- B3
abort	NOUN	B3 T2- X9.2-
abortlæge	NOUN	B3/S2mf
mislykket	ADJ	X9.2-
bugne	VERB	N5.2+
om	ADP	Z5
om	ADV	A13.4
om	ADV	Z5 M6
om ansigtet	VERB	A6.1- G3
om-vending	VERB	A6.1- G3
om siden	NOUN	M6
om siden	ADV	M6
over	ADP	Z5
over	ADJ	M6
over	ADV	M6 A5.1++
over gennemsnit	ADJ	A5.1+ A6.2+
over jorden	ADJ	M6
ovennævnte	ADJ	Q2.1/N4
ovenover bord	NOUN	G2.2+
abrakadabra	NOUN	S9
abrakadabra	INTJ	K1 K4
slibe	VERB	A1.1.2
Abraham	PROPN	Z1m
Abram	PROPN	Z1m
slid	NOUN	B2-
slibende	ADJ	E3- O4.1
slibende	NOUN	O4.5
ajour	ADJ	M6 S7.3 T1.1.2
forkorte	VERB	N3.7-/A2.1
forkortet	ADJ	N3.7-/A2.1
forkortelse	NOUN	N3.7-/A2.1 Q1.2
forkortende	VERB	N3.7-/A2.1
forkortelse	NOUN	N3.7-/A2.1 Q1.2
i udlandet	ADV	M7
ophæve	VERB	G2.1/T2-
ophæver	NOUN	Q2.2
ophæver	VERB	Q2.2
ophævelse	NOUN	A1.9
ophæve	VERB	T2-
ophævet	VERB	T2-
brat	ADJ	N3.8+ S1.2.1-
brat	ADV	N3.8+ S1.2.1-
brathed	NOUN	S1.2.1- N3.8+ S1.2.4-
ABS	NOUN	O1.1
ABS	PROPN	Z3
byld	NOUN	B2-
undslippe	VERB	A1.7- A1.9/G2.1 M1
undvigende	VERB	A1.7- A1.9/G2.1 M1
abseil	VERB	K5.1
abseiling	VERB	K5.1
fravær	NOUN	S1.1.3- A3-
fraværende	ADJ	S1.1.3- A3-
fraværende	VERB	S1.1.3- A3-
fraværende	ADJ	X5.1-
fraværende	ADV	X5.1-
fraværende	NOUN	X5.1-
fraværende	VERB	S1.1.3- A3-
fraværende	NOUN	S1.1.3-/S2mf
fravær	NOUN	S1.1.3-
fraværende	VERB	S1.1.3- A3-
fraværende	ADV	X5.1-
fravær	NOUN	X5.1-
absolut	ADJ	A5.1+++ A1.7-
absolut	NOUN	A5.1+++
absolut	ADV	A13.2 Z4
absolution	NOUN	S9 S1.2.1+
absolutisme	NOUN	G1.2 X2.1 X2.1/S9
fritage	VERB	G2.2+ A10+
absorbere	VERB	A1.1.1 T1.3+ X2.3+ X5.2+
absorberet	ADJ	O4.1 T1.3+ X2.3+ X5.2+
sugeevne	NOUN	O4.1 A2.1/O1.2
absorberende	ADJ	O4.1 A2.1/O1.2
absorber	NOUN	O2 O1
absorberende	ADJ	T1.3+ X5.2+
absorberende	NOUN	A1.1.1 T1.3+ X2.3+ X5.2+
absorption	NOUN	A2.1/O1
absorption	NOUN	O4.1 A2.1/O1.2
absorberende	ADJ	O4.1 A2.1/O1.2
afholde sig	VERB	S1.1.3- A9-
undlod at stemme	VERB	S1.1.3- A9-
afholdsmand	NOUN	S1.1.3-/S2mf
undlader at stemme	NOUN	S1.1.3- A9-
undlader at stemme	VERB	S1.1.3- A9-
undladelse	NOUN	G1.2 S1.1.3- A9-
afholdenhed	NOUN	A9-/G2.2+
afholdende	ADJ	A9-/G2.2+
abstrakt	ADJ	A1.6 C1
abstrakt	NOUN	Q4.1 A1.6
abstrakt	VERB	Q4.1 A9+
abstraheret	ADJ	X2.1/X5.1- A6.1-
abstraheret	ADV	X2.1/X5.1-
abstrakthed	NOUN	X2.1/X5.1-
abstraktion	NOUN	A1.6
abstraktioner	NOUN	A1.6
abstrakt	ADJ	A12+ X2.5-
abstruseness	NOUN	A12+ X2.5-
absurd	ADJ	S1.2.6-
absurditet	NOUN	S1.2.6-
absurd	ADV	S1.2.6- X2.5-
ABTA	PROPN	Z3c
ABTGI	PROPN	Z3c
Abu	PROPN	Z1m
overflod	NOUN	N5+
rigelig	ADJ	A13.3 N5++
rigeligt	ADV	A13.3 N5++
misbrug	NOUN	E3- Q2.2 G2.2- A1.5.1/A5.1-
misbrug	VERB	E3- Q2.2 G2.2- A1.5.1/A5.1-
misbrugt	ADJ	E3- Q2.2 G2.2- A1.5.1/A5.1-
misbrugt	VERB	E3- Q2.2 G2.2- A1.5.1/A5.1-
misbruger	NOUN	G2.2-/S2mf A5.1-/S2mf
misbruger	ADJ	E3- Q2.2 G2.2- A1.5.1/A5.1-
misbruger	NOUN	E3- Q2.2 G2.2- A1.5.1/A5.1-
grov	ADJ	E3-/S1.2 S1.2.4-
misbrug	NOUN	E3-/S1.2 S1.2.4-
støder til	ADP	Z5
abutilon	NOUN	L3
summer	ADJ	A1.1.1
afgrundsdyb	ADJ	A5.1-
afgrundsdyb	ADV	A5.1-
afgrunden	NOUN	W3 E5- A6.1-
Abessiner	ADJ	Z2
AC	PROPN	Z3c
AC/DC	NOUN	S3.2/S2mf
den akademiske verden	NOUN	P1
den akademiske verden	NOUN	P1
akademisk	ADJ	P1 A1.6
akademisk	NOUN	P1/S2mf
akademisk	ADJ	P1
akademisk	ADV	P1
akademikere	NOUN	P1/S2mf
akademikere	NOUN	P1/S2mf
akademi	NOUN	S5+c P1
Akademi	NOUN	P1c
akademi	NOUN	P1/H1 S5+c
Acapulco	PROPN	Z2
ACAS	PROPN	S5+c
ACC	NOUN	G2.1/S2mf
ACCA	PROPN	Z3c
tiltræde	VERB	S7.4+ S7.1+
fremskynde	VERB	N3.8+/A2.1
accelereret	ADJ	N3.8+/A2.1
accelereret	VERB	N3.8+/A2.1
accelererer	ADJ	N3.8+/A2.1
accelererer	NOUN	N3.8+/A2.1
accelererer	VERB	N3.8+/A2.1
acceleration	NOUN	N3.8+/A2.1
accelerator	NOUN	M3/N3.8+ Y1@
accent	NOUN	Q3 A11.1+ A4.2+
accent	VERB	Q3 A11.1+ A4.2+
med accent	ADJ	Q3 A11.1+
fremhæve	VERB	A11.1+/A2.1
accentueret	ADJ	A11.1+/A2.1
accentuering	NOUN	A11.1+ A11.2+
Accenture	PROPN	Z3c
acceptere	VERB	A9+ X2.5+ S1.2.1+ S7.4+
acceptable	NOUN	A5.1
acceptabelt	ADJ	A5.1+
accept	NOUN	A9+ X2.5+ S1.2.1+ S7.4+
accepteret	ADJ	A6.2+
acceptere	NOUN	A9+ X2.5+ S1.2.1+ S7.4+
adgang	NOUN	M1 A9+ A1.1.1
adgang	VERB	M1 A9+ A1.1.1
tilgået	VERB	M1 A9+ A1.1.1
tilgængelighed	NOUN	M6 A9+ S1.2.1+ A12+
tilgængelig	ADJ	S1.2.1+ A9+ A12+ M6
adgang	NOUN	M1 A9+ A1.1.1
tiltrædelse	NOUN	T2+/S7.1+ A1.8+
tilbehør	NOUN	O2 B5 S8+/S2mf
tilbehør	VERB	N5+/A2.1/B5 N5/A2.1 H5
tilbehør	ADJ	N5++
tilbehør	NOUN	O2 B5 S8+/S2mf
ulykke	NOUN	A1.1.2 A1.4
Ulykke	PROPN	Z3c
tilbøjelig til uheld	ADJ	A15-
tilfældig	ADJ	A1.4
tilfældig	NOUN	K2
ved en fejltagelse	ADV	A1.4
Ulykker	PROPN	Z3c
anerkendelse	VERB	S7.2+/Q2.2
hyldet	ADJ	S7.2+
akklamation	NOUN	S7.2+/Q2.2 X3.2
akklamationer	NOUN	S7.2+/Q2.2 X3.2
akklimatisere sig	ADJ	A6.2+/A2.1
akklimatisering	NOUN	A6.2+/A2.1
akklimatisere sig	VERB	A6.2+/A2.1
akklimatiseret	VERB	A6.2+/A2.1
akklimatisering	NOUN	A6.2+/A2.1
akklimatisere sig	VERB	A6.2+/A2.1
akklimatiseret	VERB	A6.2+/A2.1
anerkendelse	NOUN	S7.1+/O2
accom	VERB	H4
imødekomme	VERB	H4 S8+ A1.2+
imødekommende	ADJ	S8+
indkvartering	NOUN	H4 S8+ A1.2+
overnatningssteder	NOUN	H4 S8+ A1.2+
imødekommende	ADJ	A1.2+
ledsaget	ADJ	S3.1 K2
ledsaget	VERB	S3.1 K2 T1.1.2
ledsaget	VERB	S3.1 K2 T1.1.2
akkompagnement	NOUN	K2 F1 S3.1
akkompagnatør	NOUN	K2/S2mf
ledsage	VERB	S3.1 K2 T1.1.2
ledsagende	ADJ	S3.1
medskyldig	NOUN	S8+/S2mf
medskyldige	NOUN	S8+/S2mf
opnå	VERB	X9.2+
gennemført	ADJ	X9.1+ X9.2+
præstation	NOUN	X9.2+
præstationer	NOUN	X9.2+
aftale	NOUN	Q2.2 S7.1-
Accord	PROPN	Z3c
aftale	VERB	A9- A6.1+
overensstemmelse	NOUN	S7.1- A6.1+
ifølge	SCONJ	Z5
ifølge	ADP	Z5
ifølge	ADJ	A1.2+ A6.1+
ifølge	NOUN	A9- A6.1+
ifølge	VERB	A9- A6.1+
derfor	ADV	A1.2+ A2.2
harmonika	NOUN	K2
harmonikaspiller	NOUN	K2/S3mf
anklage	VERB	S1.1.1 G2.1-
anklaget	VERB	S1.1.1 G2.1-
konto	NOUN	I1 I1.3 I2.1 Q2.2 Y2
konto	VERB	Q2.2
ansvarlighed	NOUN	S7.1+ A7+
ansvarlighed	NOUN	S7.1+ A7+
ansvarlig	ADJ	S7.1+ A7+
bogføring	NOUN	I2.1/I1
regnskabsmæssigt	ADV	I2.1/I1
revisor	NOUN	I3.2/I1.1/S2mf
revisorer	NOUN	I3.2/I1.1/S2mf
redegjort for	ADJ	Q2.2
regnskab	ADJ	I2.1/I1
regnskab	NOUN	Q2.2 I2.1/I1
regnskaber	NOUN	I1 I1.3 I2.1 Q2.2 Y2
regnskaber	VERB	Q2.2
indretning	NOUN	B5
Accra	PROPN	Z2
akkreditere	VERB	P1/A5.1+ I3.2
akkreditering	NOUN	P1/A5.1+ I3.2
akkrediteret	ADJ	P1/A5.1+ I3.2
akkrediteret	VERB	P1/A5.1+ I3.2
akkrediteret	VERB	P1/A5.1+ I3.2
akkreditering	NOUN	P1/A5.1+ I3.2
akkreditering	VERB	P1/A5.1+ I3.2
tilvækst	NOUN	N5+ N5+/T3
Accrington	PROPN	Z2
periodisering	NOUN	A9+ N5+
tilfalde	VERB	N5+/A2.1
påløbet	ADJ	A9+
påløbet	VERB	A9+
påløbet	VERB	A9+
ophobe	VERB	A9+ N5+/A2.1
akkumuleret	ADJ	A9+ N5+/A2.1
akkumuleret	VERB	A9+ N5+/A2.1
akkumuleres	VERB	A9+ N5+/A2.1
akkumulerer	VERB	A9+ N5+/A2.1
akkumulering	NOUN	N5+ A9+
akkumulerende	ADJ	N5+/A2.1/T3
akkumulator	NOUN	O3 Y2
nøjagtighed	NOUN	A5.3+
nøjagtig	ADJ	A5.3+
præcist	ADV	A5.3+
nøjagtighed	NOUN	A5.3+
forbandet	ADJ	E3- S9
anklage	NOUN	Q2.2 G2.1
beskyldninger	NOUN	Q2.2 G2.1
anklagende	ADJ	E2-
beskylde	VERB	Q2.2 G2.1
anklagede	NOUN	G2.1/S2mf
anklagede	VERB	Q2.2 G2.1
anklagede	VERB	Q2.2 G2.1
anklager	NOUN	G2.1/S2mf
anklagende	ADJ	E4.2- E2-
anklagende	ADV	E4.2- E2-
vænne sig	VERB	A6.2+
vant	ADJ	A6.2+
vant	VERB	A6.2+
ACDC	NOUN	O3 S3.2@
ACDC	PROPN	Z3c
es	NOUN	K5.2 M5/S2mf
es	VERB	A5.1+
Aceh	PROPN	Z2/S2mf
AceNet	PROPN	Z3c/Y2
acerbisk	ADJ	S1.2.4-
skarphed	NOUN	S1.2.4-
acetaldehyd	NOUN	O1.2 Y1
acetat	NOUN	O1
acetater	NOUN	O1/P1
eddikesyre	ADJ	X3.1
acetificering	NOUN	O1.2/A2.1 A1.1.1
acetone	NOUN	O1
acetylen	NOUN	O1.3
ACG	PROPN	Z3c
smerte	NOUN	B2- E4.2- X7+
smerte	VERB	B2- E4.2- X7+
gjorde ondt	VERB	B2- E4.2- X7+
gjorde ondt	VERB	B2- E4.2- X7+
Achedale	PROPN	Z2
smerter	NOUN	B2- E4.2- X7+
smerter	VERB	B2- E4.2- X7+
opnåelige	ADJ	A7+
opnå	VERB	A9+ X9.2+
opnået	ADJ	A9+ X9.2+
opnået	VERB	A9+ X9.2+
opnået	VERB	A9+ X9.2+
præstation	NOUN	X9.2+ A9+
præstationer	NOUN	X9.2+
opnår	NOUN	X9.2+/S2mf
præstationer	NOUN	X9.2+/S2mf
opnår	NOUN	A9+ X9.2+
opnår	VERB	A9+ X9.2+
Achilles	PROPN	Z1m S9
achimenes	NOUN	L3
ømme	ADJ	B2- E4.2- X7+
ømme	NOUN	B2- E4.2- X7+
ømme	VERB	B2- E4.2- X7+
smertefuldt	ADV	A13.3 X7+
Acholi	PROPN	Z2/S2mf
ACHPR81	PROPN	Z3
ACHR69	PROPN	Z3
ømme	ADJ	B2-
syre	NOUN	O1 K2 F3%
syrefast	ADJ	A1.1.2-
acidhead	NOUN	F3/S2mf
Acidhead	PROPN	Z3c
surt	ADJ	O1 X3.1 X9.1+ A1.1.2
surhedsgrad	NOUN	X3.1 O4.1
ack-ack	NOUN	G3
Ackerley	PROPN	Z1mf
Ackford	PROPN	Z2
anerkende	VERB	Q2.2
anerkendt	ADJ	Q2.2
anerkendelse	NOUN	Q2.2
anerkendende	ADJ	Q2.2
anerkendende	NOUN	Q2.2
anerkendelse	NOUN	Q2.2
ACLU	NOUN	Z3/G1.2
acme	NOUN	A5.1+++
ACNAC	PROPN	Z3c
acne	NOUN	B2-
agern	NOUN	L3
agern	NOUN	L3
akustisk	ADJ	X3.2
akustisk	NOUN	X3.2 K2
akustisk	ADJ	X3.2
akustik	NOUN	X3.2 K2
ACP	PROPN	Z3
ACPO	PROPN	Z3c
acqua	NOUN	M4
Acquafoil	PROPN	Z3
bekendtskab	VERB	X2.2+ X2.3+
bekendtskab	NOUN	S3.1/S2mf X2.2+
bekendte	NOUN	S3.1/S2mf
bekendt	ADJ	X2.2+
indvillige	VERB	A9- Q2.2 S7.1-
samtykke	NOUN	A9- Q2.2 S7.1-
indforstået	ADJ	S7.1-
erhverve	VERB	A9+
erhvervet	ADJ	A9+
erhvervet	VERB	A9+
erhverver	NOUN	A9+ A9+/S2mf
erhverver	ADJ	A9+
erhverver	NOUN	A9+
erhvervelse	NOUN	A9+
erhvervende	ADJ	A9+
erhvervelsesevne	NOUN	A9+
frikende	VERB	G2.2+ A10+
frikendelse	NOUN	G2.1
hektar	NOUN	N3.6
areal	NOUN	N3.6
acres	NOUN	N3.6
skarp	ADJ	O4.1
skarphed	NOUN	O4.1
bitter	ADJ	E3-
voldsomt	ADV	E3-
bitterhed	NOUN	E3- Q2.2
akrobat	NOUN	K1/S2mf
akrobatik	ADJ	K5.1 A2.1+
akrobatik	NOUN	K5.1 A2.1+
akrobatik	NOUN	K5.1 A2.1+
akronym	NOUN	Q3
akronymer	NOUN	Q3
akrofobi	NOUN	E5-/N3.7
Akropolis	PROPN	Z2
et kors	ADP	Z5
et kors	ADV	M6
på tværs af afdelingerne	ADJ	H2/S5+c
akryl	ADJ	O1
akryl	NOUN	O1 C1
ACSM	PROPN	Z3c
handling	NOUN	A1.1.1 K4 A5.4- G2.1 P1%
handling	VERB	A1.1.1 T1.1.2 A8 K4
handling	VERB	A1.1.1 T1.1.2 A8 K4
Actalaunch	PROPN	Z3c
handlede	ADJ	K4 A8
handlede	VERB	A1.1.1 T1.1.2 A8 K4
handlede	VERB	A1.1.1 T1.1.2 A8 K4
skuespil	ADJ	T1.2
skuespil	NOUN	A1.1.1 T1.1.2 A8 K4
skuespil	VERB	A1.1.1 T1.1.2 A8 K4
handling	NOUN	A1.1.1 G3
handling	VERB	A1.1.1
actionfyldt	NOUN	A1.1.1/N5+
handlingsegnet	ADJ	A1.1.1
handlet	VERB	A1.1.1
Aktiver	PROPN	Z3c
aktivere	VERB	T2+
aktivering	NOUN	T2+
aktivator	NOUN	T2+
aktiv	ADJ	X5.2+ A1.1.1
aktiv	NOUN	A1.1.1
Aktiv	PROPN	Z3fn
aktivt	ADV	X5.2+ A1.1.1
aktivisme	NOUN	G1.2
aktivisme	NOUN	G1.2/X7/A2.1
aktivist	NOUN	G1.2/S2mf
aktivister	NOUN	G1.2/S2mf
aktiviteter	NOUN	A1.1.1
aktivitet	NOUN	A1.1.1
Acton	PROPN	Z2
