lemma	pos	semantic_tags
analyser	verb	X2.4 Y1
analyste	noun	Y2/S2mf I2.1/S2mf Y1/S2mf B3/S2mf
ancrer	verb	A1.7+ M4
ange	noun	S9mf O4.2+/S2mf
anglais	noun	Z1mf Z2 Z2/Q3 Z2/S2mfnc
anglo-saxon	noun	Q3 Z2/S5
animal	noun	L2 L2mfn S5+c O2c
année	noun	T1.3 P1c
annonce	noun	Q2.2
annoncer	verb	Q2.2
annuel	adj	N6+ Q4.1 L3
annuler	verb	T2-
anonyme	adj	A10-
anormal	noun	A6.2-
antenne	noun	B1/L2
août	noun	T1.3 Z1m
apparaître	verb	A8 A10+ A3+ G2.1 K4 Q4
apparemment	adv	A8
apparence	noun	A10+ O4.1 A3+ G2.1 K5 Q4
appartenir	verb	A9+ A1.2+ S5+
appel	noun	Q2.2 S1.1.1 Q1.3 S9% X7+
appeler	verb	Q2.2 S1.1.1 Q1.3 S9%
applicable	adj	A1.5.2+
application	noun	Q1.2 A1.5.1 Y2 X5.1+ A1.1.1
appliquer	verb	Q2.2 A1.5.1 A1.2+ A1.8+ S7.1+
apporter	verb	M2 A2.2
apprécier	verb	E2+ X2.5+ S1.1.1 I1.1++
apprendre	verb	X2.3+ P1
approbation	noun	S7.4+ E2+ G1.1
approche	noun	M1 A1.1.1 Q2.2 X4.2 E1 S1.1.1
approcher	verb	M1 A1.1.1 Q2.2
approprié	adj	A1.2+ A9+
approuver	verb	S7.4+ E2+ G1.1
appui	noun	S8+ A1.1.1 K5.1 I1.1 A10+ O2 B5%
après	prep	Z5
après	adv	N4 Z5
après-midi	noun	T1.3
apte	adj	X9.1+
aptitude	noun	X9.1+
arbitraire	noun	A1.4
arbre	noun	L3 S4
architecte	noun	H1/I3.2/S2mf X7+/S2mf T2+/S2mf
architecture	noun	H1 O4.1
argument	noun	Q2.1 Q2.1/A6.1- Q2.1/E3-
arme	noun	G3 X4.1
armé	adj	G3 B1
armée	noun	G3c N5+
armer	verb	G3
arranger	verb	S7.1+ A1.1.1
arrestation	noun	G2.1
arrêt	noun	M3 T2- M8 H4 Q3 K2 S8- A1.1.1@
arrivé	adj	M1 T2-
arrivée	noun	M1 T2-
art	noun	C1 X9.1+
article	noun	G2.1/P1 Q4.2 O2 Q3 G2.1/P1@
articuler	verb	Q2.2 Q2.1
artificiel	adj	A5.4-
artiste	noun	C1/S2mf K4/S2mf K2/S2mf
artistique	adj	C1
asiatique	noun	Z2 Z2/S2mf
aspect	noun	A4.1 A8 M6
aspiration	noun	X7+ Q3
asseoir	verb	M8 C1 P1 G1.1 G2.1 M6 A9+
assez	adv	A13.3 N5+ N6+
assistant	noun	S8+ S8+/S2mf I2.2/S2mf
association	noun	S5+c A6.1+/X2.1
associer	verb	A6.1+/X2.1 S3.1
assumer	verb	X2.1 A5.4-/A8
athlète	noun	K5.1/S2mf
atlantique	noun	Z2
atmosphère	noun	W3 W1 E1 N3.5
atomique	adj	Y1
atroce	adj	A5.1---
attacher	verb	A1.7+ A2.2
attaque	noun	E3- G3 B2- A1.1.2 Q2.2
attaquer	verb	E3- G3 B2- A1.1.2 Q2.2
attarder	verb	M8
atteindre	verb	M1 N3.3 Q2.1 X9.2+
attendre	verb	T1.3 A3+ A11.1+ S1.1.1%
attente	noun	T1.3 A3+ A11.1+ S1.1.1%
attention	noun	X5.1+ S8+
attirer	verb	O4.2+ S3.2 O3
attitude	noun	X2.1/E1
au	det	Z5
au	prep	Z5
au-delà	prep	Z5
au-delà	prep	Z5
au-delà	adv	M6 N4 Z5
au-dessous	prep	Z5
au-dessous	adv	M6 Z5
au-dessus	prep	Z5
au-dessus	adv	M6 A5.1++ Z5
audiovisuel	noun	X3.2/X3.4
auparavant	adv	N4
auteur	noun	Q1.2 Q4.1 Q4.1/S2mf
auto	noun	M3fn
autobus	noun	M3 M3fn
automatique	adj	A1.1.1/S5- X2.1- X7- O2/S5- M3fn G3
automatiquement	adv	O2/S5- X2.1- X7-
automobile	noun	M3
autonomie	noun	G1.1/S7.1+ X6+/S5-
autoriser	verb	S7.4+
autoritaire	adj	S7.1+
autorité	noun	G1.1c S7.1+ S7.4+ X2.2+
autour	prep	Z5
autour	adv	A13.4 M6 Z5
autre	det	A6.1- A6.1-/Z8
autrui	pron	A6.1-/Z8
aux	det	Z5
avalanche	noun	W4 N5+
avaler	verb	B1 X2.1/A7+ A10-/E1
avance	noun	I1.1 M1/G3 S3.2 A5.1+/A2.1+ M1 T4+ S8+ X2.1 N4
avant	prep	Z5
avant	adj	N4 Z5
avantage	noun	A5.1+ K5.2
avec	prep	Z5
avec	prep	Z5
avenir	noun	T1.1.3
aventure	noun	X8+ X5.2+ A15-
avenue	noun	M3/H3 X4.2
avertir	verb	X2.2+/A15- A1.3+
avertissement	noun	X2.2+/A15- A1.3+
aveu	noun	Q2.2/A10+ S9
aveugle	noun	X3.4- X3.4-/B2- X3.4-/S2mf H5
aviation	noun	M5
avion	noun	A1.1.1/O4.5 M1 M5fn O4.4 O2 L3
avocat	noun	G2.1/I3.2/S2mf
avoir	noun	A9+ Z5 A2.2 S4
avouer	verb	Q2.2 B3 A1.8+ S7.4+/M1
avril	noun	T1.3 Z1f
axer	verb	M6
baiser	noun	S3.2
ballon	noun	O2/O4.4 K5.1 B1 K1 O4.4
bancaire	adj	I1.1 X2.6+ M1 H1
banque	noun	I1.1 X2.6+ M1 I1/H1 I1.1/I2.1c W3/M4 A9+/H1 O2 M6
banquier	noun	I1.1/S2mf
bar	noun	F2/H1c F2/H2 F2/H5 O2 O4.4 S8- G2.1c K2 S7.4- A1.7+ Z5
barreau	noun	F2/H1c F2/H2 F2/H5 O2 O4.4 S8- G2.1c K2 S7.4- A1.7+ Z5
base	noun	M7 T2+ A1.1.1 O1 K5.1@ B1% A5.1- M6 A2.2
baser	verb	T2+ M6 A2.2
basque	noun	Z2/S2mf Z2/Q3
bataille	noun	X8+ G3 E3- O2
bâtiment	noun	H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1
bâtir	verb	H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1
beauté	noun	O4.2+ B4
bébé	noun	NN1 T3--/Q2.1 T3-- T3--/S2mf E2+mfn
belge	noun	Z2 Z2/S2mf
ben	adv	A10+ E1+ A5.1+ A13.3 A7+ B2+ Z4 W3/M4 W3
bénéficiaire	noun	A9+/S2mf
bénéficier	noun	S8+
bénéfique	adj	S8+
besoin	noun	S6+
béton	noun	A1.1.1 A7+/A2.1 A4.2+ A7+ A1.6 O1
beurre	noun	F1
bibliothèque	noun	Q4.1/H1c
bien	adj	A10+ E1+ A5.1+ A13.3 A7+ B2+ Z4 W3/M4 W3
bientôt	adv	T1.1.3/N3.8+
bienvenu	noun	Q2.2 S1.1.1 Z4
bijou	noun	B5 O4.2+
bilatéral	adj	S5+
billet	noun	Q1.2 G2.1/Q1.2 G1.2
blague	noun	E4.1+ S1.2.6-
blanc	adj	O4.3 G2.2+ O4.3/S2mf F2 F1 B1
blé	noun	F1
blessé	noun	B2- A1.1.2 E1
blesser	verb	B2- E4.1- A1.1.2
bleu	adj	I1.2 O4.3 S1.2.4- G1.2
bloc	noun	A10- S8- K4% O2 H1 N5+ B3
blocage	noun	A10- S8- K4% O2 H1 N5+ B3
bloquer	verb	A10- S8- K4%
boire	noun	F2/B1
bois	noun	O1.1 W3/L3
boîte	noun	K5.1 A1.1.1 E3- O2 O4.4 Q4.3 G2.1 H2 B5/K5.1@ A4.1@
bombarder	verb	G3 E2- N3.8+
bombe	noun	G3 E2- N3.8+ N5+
bon	adj	A5.1+ G2.2+ A1.5.2+ O4.2+ N3.2+
bonheur	noun	E4.1+
bonjour	noun	S1.1.1 Z4
bosniaque	noun	Z2 Z2/S2mf
bouche	noun	B1 Q2.2 M7/W3 W3/M4 O2 Q2.1
boue	noun	O1.1 E2-/Q2.2
boule	noun	O2/O4.4 K5.1 B1 K1 O4.4
boulevard	noun	M3/H3
bouleversement	noun	A2.1+
bouteille	noun	A1.1.1 E5- A10- O2 E5+
boutique	noun	I2.2 G2.1@ I2.2/H1c I4/H1c I3.1
branche	noun	N5+ A2.1+ S5+c L3 A4.1
bras	noun	B1 S5+c G3 O2 B5
bref	adj	Q1.2 G2.1/S2mf Q2.1 T1.3- N3.7-%
brièvement	adv	T1.3-
brillant	adj	A5.1+++ X9.1+++ O4.3
briller	verb	W2 O4.2+ E4.1+ X9.1+ B4 W4/A5.1+
briser	verb	A1.1.2 A1.1.1 A1.9 S5- T2- E4.1-/A2.2 A2.1+ T1.3 Q2.1@
bruit	noun	X3.2
brûler	verb	O4.6+ E1 A1.5.1
brutal	noun	E3-
brutalement	adv	E3-
budget	noun	I1 G1.1/I1 I1.3-
budgétaire	adj	I1.1
bulle	noun	O2 E1 O4.5 X3.2 A1.1.1
bus	noun	M3 M3fn
c'	pron	Z8
ça	pron	Z8
cacher	verb	A10-
cadavre	noun	L1-/S2mf L1-
cage	noun	A1.7+ H1/L2
cahier	noun	Q1.2 Y2
calcul	noun	N2 X2.4
calculer	verb	N2 X7+
calendrier	noun	O2/T1.3 T1.1 Q1.2
calme	noun	E3+ E4.2+
caméra	noun	C1 Q4.3
camion	noun	M3 M3fn
camp	noun	H4 M7 S5+c S2.1/A8 O4.2-
campagne	noun	W3 F4/M7
canadien	noun	Z2 Z2/S2mf
cancer	noun	B2-
candidat	noun	A7+ A1.2+ G1.2/S2mf I3.1/S2mf P1/S2mf
cap	noun	Z2
capitaine	noun	G3/S7.1+/S2mf M4/S7.1+/S2mf M5/S7.1+/S2mf K5/S7.1+/S2mf S7.1+
capitale	noun	I1.1 G1.1 A5.1+ N3.2+ Q1.2 G2.1 M7/G1.1
capitalisme	noun	G1.2/I2.1
car	conj	Z5
car	conj	Z5/A2.2
caractériser	verb	A4.1 Q2.2
caractéristique	noun	A6.2+ A4.2+ O4.1 N2
carburant	noun	A1.1.1 A2.2 O1
carrière	noun	I3.1 N3.8+
carte	noun	B5 Q1.2 O1.1 I1.1/O2/Q1.1 K5.2
cas	noun	A4.1 O2 G2.1 B3 X4.1 Q3
casque	noun	B5
casser	verb	A1.1.2 A1.1.1 A1.9 S5- T2- E4.1-/A2.2 A2.1+ T1.3 Q2.1@
cassette	noun	K3
catégorie	noun	A4.1
catholique	noun	S9 A6.2+ S9/S2mf
cause	noun	A2.2 X2.1 X4.1 Z5/A2.2
ce	det	Z5
ce	pron	Z8
ceci	pron	Z8
ceci	pron	A13.3 M6 Z5 Z8
cela	pron	Z8
célèbre	adj	X2.2+
célébrer	verb	E4.1+ S9
celle	pron	Z8
celle	pron	Z8
celle-ci	pron	Z8
celle-là	pron	Z8
celles	pron	Z8
celles-ci	pron	Z8
celles-là	pron	Z8
cellule	noun	B1 G2.1/H2 S9/H2 S5+c O3
celui	pron	Z8
celui	pron	Z8
celui-ci	pron	Z8
celui-là	pron	Z8
censé	adj	S6+ X7+
censure	noun	Q4/S7.4-
cent	det	Z5
centaine	noun	N1
central	noun	A11.1+ M6
centre	noun	M6 H1c M7c G1.2c K5.1mfn
centrer	verb	M6
cependant	adv	A13.1 Z4
céréale	noun	F1 L3
cérémonie	noun	S1.1.1
certainement	adv	A7+
certificat	noun	Q1.2
certitude	noun	A7+
cerveau	noun	B1 X2 X9.1+ X9.1+/S2mf E3-
ces	det	Z5
cessez-le-feu	noun	G3
cet	det	Z5
cette	det	Z5
ceux	pron	Z8
ceux-ci	pron	Z8
ceux-là	pron	Z8
chacun	pron	N5.1+ S1.1.2+
chair	noun	B1 L2 A4.2+ O4.3 S3.2@
chaise	noun	H5 S7.1+mf P1 S7.1+
chaleur	noun	O4.6+ E1 A1.1.1 S7.3
chaleureux	adj	O4.6+ E2+ O4.2+ S1.2.1+
champion	noun	S8+ X9.2+/S7.3/S2mf S8+/S2mf
championnat	noun	K5/S7.3+ S7.1+/K5 S8+@
chancelier	noun	S7.1+/S2mf
change	noun	A9/S1.1.2+ A2.1+ Q2.1/E3- G3 M1/S1.1.2+ I2.2/H1 Q1.3/H1
changement	noun	A2.1+ I1 B1 B5
changer	verb	A2.1+ I1 B5
chanson	noun	K2
chant	noun	K2
chanter	verb	K2
chanteur	noun	K2/S2mf
chaos	noun	A1.7- G2.1- Y1@
chapeau	noun	B5 I3.1@
chapitre	noun	Q4.1 T1.3 S9/S5c S5+c
chaque	det	N5.1+ S1.1.2+
char	noun	M3 O2 G3/M3fn
charbon	noun	O1.1
charité	noun	S8+/S5+c S8+ S1.2.2-
charmant	adj	O4.2+ S9%
charme	noun	O4.2+ S9%
charte	noun	I2.2 I3.2% Q1.2
château	noun	H1
chèque	noun	X2.4/A5.3 A15 Q1.2 T2- M5 I1.3 O4.4/B5
cher	adj	I1.3+
chercheur	noun	X2.4/S2mf
cheval	noun	L2mfn
cheveu	noun	B1
chez	prep	Z5
chien	noun	E6- L2mfn
chimie	noun	Y1 S3.1
chimique	adj	O1
chinois	noun	Z2/Q3 Z2/S2mf
chirurgien	noun	B3/S2mf
chocolat	adj	F1
choisir	verb	X7+
choix	noun	A5.1+ S1.2.4- X7+ A6.3+
chômage	noun	I3.1-
chose	adj	O2 X4.1 A7- S2mf L2mf
chute	noun	M1 N5-/A2.1 S7.1- L1- A1.8+ G2.2- X9.2- K5.2 W3/M4 S9 K5 T1.3
chuter	verb	M1 N5-/A2.1 S7.1- L1- A1.8+ G2.2- X9.2- K5.2
cible	noun	X7+ G3 K5.1
cibler	verb	X7+
ciel	noun	W1
cigarette	noun	F3
cinéma	noun	Q4.3/H1 Q4.3
cinq	det	Z5
cinq	det	N1 T3 T1.2
cinquième	det	Z5
cinquième	det	N1
circonstance	noun	O4.1
circuit	noun	O3 S1.1.1 M7 K5.1 G2.1
cité	noun	M7c M7/I2.1c
citer	verb	Q2.2 I1.3
citoyen	noun	G1.1/S2mf S5+/S2mf
citoyenneté	noun	G1.1 S5+
civilisation	noun	S1.1.1 A5.1+++ O4.2+++
civiliser	verb	P1 A5.1+ O4.2+ S1.2.4+
clair	adv	A7+ A10+ O4.3 O4.1 N5.1+ W4 K5.1/X9.2+ M2 I1.1 B4
clairement	adv	A7+ A11.2+ A12+
clan	noun	S4c S5+c
clarifier	verb	A7+/Q2.2
classe	noun	A4.1 P1c S5+c O4.2+
classique	noun	A4.1 A5.1+ T3+ Q4.1 K2
clause	noun	Q1.2 Q3
clé	noun	A1.1.1 A11.1+ O2 X9.2+ Q1.2
clef	noun	A1.1.1 A11.1+ O2 X9.2+ Q1.2
client	noun	I2.2/S2mf
climat	noun	W4 A1.1.1 E1
climatique	adj	W4
clinique	noun	B3 B3/H1
cloche	noun	O2/X3.2 O4.4
clore	verb	A1.1.1 A10- T2-
club	noun	K1 E3- S5+ S5+c O2
coalition	noun	S5+c
cochon	noun	L2mf O4.2-/S2mf A12-
code	noun	A10-/Q1.1 A4.1 Y2@ B1% G2.1 G2.2 B3%
cœur	noun	B1 M6 A11.1+ E1 X5.2+
cohérent	adj	A7+ S1.2.6+ X2.5+
cohésion	noun	S5+ A1.7+
coin	noun	A1.7+ S7.1+ M3 O4.4 M6 K5.1
coïncidence	noun	A1.4
colère	noun	E3-
collaboration	noun	S1.1.3+ S8+
collectif	noun	S5+ N5+ A4.2- Q3 S5+c
collègue	noun	I3.2/S2mf
colline	noun	W3
colonel	noun	G3/S7.1+/S2mf
colonial	noun	M7/S7.1 C1
colonie	noun	M7/S7.1- M7/H4 S5+ L2 L3
colonne	noun	O2 S5+c Q4.2
combattant	adj	E3-/S2mf X8+/S2mf K5.1/S2mf M5/G3fn
combattre	verb	S8- X8+ E3- G1.2
combinaison	noun	A6.3+ A2.1+ N1 M3fn
comité	noun	S7.1+/S5+c
commandant	noun	S7.1+/S2mf G3/S7.1+/S2mf G2.1/S2mf
comme	conj	Z5
comment	adv	Z5 A13.3
commenter	verb	Q2.1
commercial	noun	I2.1 I2.2/Q2.2
commettre	verb	A1.1.1 S6+ A1.7+/G2.1
commission	noun	A1.1.1 I1.1/I2.2 G1.1 G3/S7.1+ I2.2
commun	noun	A6.2+ N5++ S5+ O4.2- M7
communauté	noun	S5+c
communication	noun	Q2.1 Q1.2 Q1.3 Q4.3
communiquer	verb	Q2.1 Q1.2 Q1.3 X2.2+
communisme	noun	G1.2
communiste	noun	G1.2 G1.2/S2mf
compagnie	noun	I2.1/S5+c S5+c G3/S5+c S3.1 K4/S5+c
comparable	adj	A6.1+
comparaison	noun	A6.1
comparaître	verb	A8 A10+ A3+ G2.1 K4 Q4
comparer	verb	A6.1 A5.1 Q3
compassion	noun	E1 X2.5+/S1.2
compatriote	noun	M7/S2mf
compétence	noun	X9.1
compétent	adj	X9.1+
compétitif	adj	S7.3+
compétition	noun	K1 S7.3+
compétitivité	noun	S7.3+
complément	noun	N5.1+ N5+ S5+ Q3
complètement	adv	A13.2
compléter	verb	T2- Q1.2
complexe	noun	A12- H1 B2-/X1
complexité	noun	A12-
complice	noun	S8+/S2mf
complicité	noun	A1.8+
compliment	noun	S1.2.4+
compliquer	verb	A12-
comportement	noun	S1.1.1 A1.1.1
composante	noun	N5.1- O2
comprendre	verb	X2.5+
compromettre	verb	A6.1+/S1.1.2+ G2.2-
compter	verb	N2 A11.1+
comte	noun	N2 A11.1+
con	noun	S1.2.6- X9.1-
concentration	noun	X5.1+ N5+ I2.2% O1.2
concentrer	verb	X5.1+ I2.2% M6 N5+ O1.2 W3/I4
concept	noun	X4.1
conception	noun	X4.1 B1
concernant	prep	Z5
concerner	verb	E6- A1.8+ S1.1.3+
concert	noun	E6- K2
concession	noun	S7.4+ A9- I2.2 I1.3-
concevoir	verb	X2.1 B1%
concilier	verb	A6.1 S1.2.1+/E3+ X2.5+
conclure	verb	X6+ T2-
conclusion	noun	X6+ T2-
concret	noun	A1.1.1 A7+/A2.1 A4.2+ A7+ A1.6 O1
concrétiser	verb	A3+ A10+
concurrence	noun	K1 S7.3+
concurrentiel	adj	S7.3+
condamnation	noun	Q2.2/E2-
condamner	verb	Q2.2/E2- Q2.2/A1.1.2 G2.1
condition	noun	B4 P1 O4.1 S6+ B2- B2+ Z7
conditionnel	noun	A2.2 Z7 Q3
confédération	noun	S5+c
conférence	noun	S1.1.3+
conférer	verb	Q2.2 A9-
confession	noun	Q2.2/A10+ S9
confidentiel	adj	A10-
confier	verb	A9- S7.1+ S7.4+
confiner	verb	A1.7+
confirmation	noun	A7+ Q2.2 S9@
confirmer	verb	A7+ Q2.2 S9@
conflit	noun	A6.1- G3 E3-
conforme	adj	A6.1+
conformité	noun	A6.1+
confort	noun	S8+
confortable	adj	O4.2+
confrère	noun	I3.2/S2mf
confrontation	noun	A6.1- G3 S1.1.1/E3-
confronter	verb	A1.1.1 S1.1.1
conjointement	adv	S1.1.2+
connaissance	noun	X2.2+ S3.2/B1%
connaître	verb	X2.2+ S3.2/B1%
connexion	noun	A2.2 S5+ M3 O3 A1.1.1
conquérir	verb	X9.2+/S7.3 X9.2+/G3 S7.1+
conquête	noun	X9.2+/S7.3 X9.2+/G3 S7.1+
consécutif	adj	N4
consensus	noun	A6.1+
consentement	noun	S7.4+ Q2.2
conséquence	noun	A2.2
conservateur	noun	G1.2 A6.2+ A1.3+ A9+ G1.2/S2mf A2.1-/S2mf
considération	noun	X2.1 X2.4 S1.2.3-
considérer	verb	X2.1 X2.4 X6
consister	verb	A1.8+
consommation	noun	A1.5.1 A1.5.1/N5 F1 F1/N5 B2-%
constant	adj	A2.1- N2 T2++ S6+
constituer	verb	A3+ A1.8+ A1.1.1
constitution	noun	G1.1 B2 O1/A1.8+
constitutionnel	noun	G1.1 M1
constructif	adj	S8+
consultatif	adj	S8+
consultation	noun	Q2.1 B3 X2.3
consulter	verb	Q2.1 Q1.1/S8+
contact	noun	Q2.2 S1.1.1 S2mf O3
conte	noun	Q2.1
contemporain	noun	T1.1.2/S2mf
contenir	verb	A1.8+ A1.7+
contenu	noun	A1.8+ Q2.1
contexte	noun	O4.1/A3+ A2.2 Q3
continent	adj	B1 W3
continental	adj	W3 Z2/S2mf
continu	noun	T2++
continuer	verb	T2++
contradiction	noun	A6.1-
contrainte	noun	A1.7+
contrairement	adv	A6.1-
contrat	noun	Q1.2/I2.1 N3.2-/A2.1 B2- Q1.2/I3.1 Q1.2/G2.1
contre	prep	Z5
contre	adv	A5.1- S8- Z5
contredire	verb	A6.1-/Q2.2 A6.1-
contrer	verb	A6.1-
contribuable	noun	I1.1/S2mf
contribuer	verb	A9- A2.2 S1.1.3+
contribution	noun	A9- A2.2 S1.1.3+
contrôle	noun	S7.1+ A1.7+ O2
controverse	noun	Q2.2
convaincant	adj	A7+ A7+/Q2.2
convaincre	verb	A7+/Q2.2
conventionnel	noun	A6.2+
conversation	noun	Q2.1
conversion	noun	A2.1+ S9 K5.1
convertir	verb	A2.1+ S9 K5.1
coopération	noun	S8+
coopérer	verb	S8+
coordination	noun	S7.1+ T1.1.2 O4.1
coordonner	verb	S7.1+ T1.1.2
corps	noun	B1 O2 S5+c O4.1 S2mf
correct	adj	A5.3+ A5.3+/A2.1
correctement	adv	A5.3+ S1.2.4+ A13.3
correction	noun	A5.3+/A2.1
correspondant	noun	Q4.2/S2mf Q1.2/S2mf
correspondre	verb	Q1.2 A6.1+
corriger	verb	A5.3+/A2.1
corruption	noun	G2.2- G2.1- Q3
côte	noun	E6+ W3/M4
côté	noun	A4.1 M6 N5.1- S7.3+/S5+c B1 S5+c S4c F1 S1.2 S5+
cotisation	noun	Q4.2/I2.2 A9-/I1 I2.2/I1
coton	noun	O1.1 X2.3+
cou	noun	B1 O2 S3.2
coude	noun	B1 E3-
couleur	noun	O4.3
coupable	noun	G2.1- E4.1-
couper	verb	A1.1.1 N5-/A2.1 T2- M1 Q4.3 K5.1 B1 F3
couple	noun	N5+ S4c
courage	noun	E5+/S1.2
courageux	noun	E5+/S1.2
courant	adj	T1.1.2 W3/M4 W3/M5 O3 E1
courir	verb	M1/N3.8+ G1.2 G2.1- X3.3 S7.1+ A1.1.1 T2++ M3 S4 A6.3+ K4
cours	noun	M1 M6 X7+ P1 B3 F1 M7/K5.1 T1.3 Z4
court	adj	N5- T1.3- O3 Q4.3 F2 N3.7- N3.3- S1.2.4- N3.8+@ F1%
cousin	noun	S4mf
coût	noun	I1.3 I1.2
couteau	noun	E3- O2
coûter	verb	I1.3 I1.2
coutume	noun	A6.2+ S1.1.1 I2.2
couverture	noun	H5 O2 N5.2+ N5.1+
couvrir	verb	A10- M1 N3.6 S8+ I1.1 A1.8+ N5 Q2.1 A1.1.1
crainte	noun	E5-
crâne	adj	B1 M4%
créateur	noun	A1.1.1/S2mf A2.2/S2mf
création	noun	A1.1.1 A2.2
créature	noun	L2 S9
crédibilité	noun	A5.2+/A8
crédible	adj	A5.2+/A8
crédit	noun	I1.1 A5.1+ X2.1 P1
créer	verb	A1.1.1 A2.2 E1
crème	adj	F1 A9+ S7.1+ B3 O1.2 O4.3 A5.1+++
creuser	verb	A1.1.1 X2.4 E2+ S8+ X7+
crime	noun	G2.1-
criminalité	noun	G2.1-
criminel	noun	G2.1- A5.1- G2.1-/S2mf
crise	noun	A12-
critiquer	verb	Q2.2/E2-
croire	verb	X2.1 S9%
croiser	verb	M1 M6 S8- A1.8+ A6.3+ F4/L2 O4.4 Q1.2 E3- S1.1.1 S9@
croisière	noun	M4 G3% M1
croissance	noun	N3.2+/A2.1 A5.1+/A2.1 L3 B2-
croix	noun	E3- M1 M6 S8- A1.8+ A6.3+ F4/L2 O4.4 Q1.2 S1.1.1 S9@ S9/O2 A2.1+mfn G2.1/O2%
croyance	noun	X2.1 S9%
croyant	noun	X2.1/S2mf S9/S2mf
cruauté	noun	E3-
culpabilité	noun	G2.2- G2.1-
culture	noun	C1 S1.1.1 S5+ L1
culturel	adj	C1 S1.1.1 S5+
curieux	noun	X5.2+ A6.2-
